,company_industry,company_ipo_code,company_country,company_revenue,company_name,company_rank
6191,[],BAJAJ-AUTO.NS,India,$12.48 B,Bajaj Auto,1228
6192,['Advertising'],IPG,USA,$12.47 B,Interpublic Group,1230
6193,"['Realestate', 'REITs', 'Investment']",ELS,USA,$12.49 B,Equity LifeStyle Properties,1227
6194,['Food'],LW,USA,$12.52 B,Lamb Weston,1225
6195,['Chemicals'],SASA.IS,Turkey,$12.47 B,Sasa Polyester,1229
6196,"['Banks', 'Financialservices']",1140.SR,Saudi Arabia,$12.53 B,Bank Albilad,1222
6197,"['Food', 'Beverages', 'Alcoholicbeverages']",2503.T,Japan,$12.53 B,Kirin Holdings,1224
6198,[],POOL,USA,$12.53 B,POOLCORP,1223
6199,"['Toolmanufacturers', 'Manufacturing']",SNA,USA,$12.55 B,Snap-on,1221
6200,['Telecommunication'],KPN.F,Netherlands,$12.55 B,KPN,1220
6201,['Automakers'],7270.T,Japan,$12.60 B,Subaru,1218
6202,"['Retail', 'Carrental']",0881.HK,China,$12.58 B,Zhongsheng Group,1219
6203,['Utilitycompanies'],WTRG,USA,$12.61 B,Essential Utilities,1217
6204,"['Retail', 'CAC40', 'SupermarketChains']",CA.PA,France,$12.62 B,Carrefour,1215
6205,"['Pharmaceuticals', 'Biotech']",UTHR,USA,$12.62 B,United Therapeutics,1216
6206,"['Insurance', 'RentalLeasingServices']",UHAL,USA,$12.64 B,Amerco,1214
6207,"['AssetManagement', 'Financialservices']",PWF-PS.TO,Canada,$12.67 B,Power Financial,1211
6208,['Mining'],S32.AX,Australia,$12.66 B,South32,1213
6209,['Pharmaceuticals'],TECH,USA,$12.66 B,Bio-Techne,1212
6210,[],TECHM.NS,India,$12.69 B,Tech Mahindra,1210
6211,['Courier'],PST.MI,Italy,$12.70 B,Poste Italiane,1208
6212,"['Software', 'Tech']",SSNC,USA,$12.71 B,SS&C Technologies,1207
6213,"['Energy', 'Renewableenergy', 'Electricity']",ANE.MC,Spain,$12.70 B,Acciona EnergÃ­as Renovables,1209
6214,[],SIEMENS.NS,India,$12.74 B,Siemens India,1206
6215,[],6857.T,Japan,$12.74 B,Advantest,1205
6216,['Mining'],NCM.AX,Australia,$12.76 B,Newcrest Mining,1203
6217,"['Realestate', 'Hotels', 'Investment', 'Travel']",HST,USA,$12.75 B,Host Hotels & Resorts,1204
6218,[],7011.T,Japan,$13.07 B,Mitsubishi Heavy Industries,1177
6219,[],HINDALCO.NS,India,$12.77 B,Hindalco Industries,1202
6220,"['Financialservices', 'CAC40']",WLN.PA,France,$12.80 B,Worldline,1200
6221,['Retail'],9843.T,Japan,$13.11 B,Nitori Holdings,1176
6222,"['Banks', 'Financialservices']",LUMI.TA,Israel,$13.11 B,Bank Leumi,1175
6223,"['Banks', 'Financialservices']",8421.T,Japan,$13.13 B,Shinkin Central Bank,1174
6224,"['OilGas', 'Energy']",IOC.NS,India,$13.15 B,Indian Oil,1173
6225,"['Pharmaceuticals', 'Biotech']",VTRS,USA,$13.21 B,Viatris,1169
6226,[],SUZ,Brazil,$13.23 B,Suzano,1168
6227,"['Pizza', 'Food', 'Restaurantchains']",DPZ,USA,$13.17 B,Domino's Pizza,1172
6228,[],FHN,USA,$13.20 B,First Horizon National,1170
6229,"['Automakers', 'Manufacturing']",7201.T,Japan,$13.20 B,Nissan,1171
6230,['Electronics'],HUBB,USA,$13.25 B,Hubbell,1167
6231,"['Realestate', 'Investment']",AMH,USA,$13.25 B,American Homes 4 Rent,1166
6232,['Telecommunication'],5VD.F,South Africa,$13.27 B,Vodacom,1165
6233,"['PaintCoating', 'Buildingmaterials']",RPM,USA,$13.29 B,RPM International,1164
6234,[],PHG,Netherlands,$13.30 B,Philips,1163
6235,"['Energy', 'Electricity']",600011.SS,China,$13.36 B,Huaneng Power,1160
6236,['Healthcare'],6869.T,Japan,$13.32 B,Sysmex,1162
6237,['Manufacturing'],2338.HK,China,$13.36 B,Weichai Power,1159
6238,[],L,USA,$13.35 B,Loews Corporation,1161
6239,"['Banks', 'Financialservices']",601169.SS,China,$13.37 B,Bank of Beijing,1157
6240,"['Gambling', 'Realestate', 'REITs', 'Investment']",GLPI,USA,$13.37 B,Gaming and Leisure Properties,1156
6241,[],UHR.SW,Switzerland,$13.37 B,Swatch,1158
6242,"['SupermarketChains', 'Retail']",MRU.TO,Canada,$13.40 B,Metro,1152
6243,[],4684.T,Japan,$13.39 B,OBIC,1154
6244,['Investment'],BEN,USA,$13.37 B,Franklin Resources,1155
6245,['Manufacturing'],NDSN,USA,$13.45 B,Nordson,1150
6246,"['CAC40', 'DiagnosticsandTesting']",ERF.PA,Luxembourg,$13.43 B,Eurofins Scientific,1151
6247,"['Financialservices', 'Tech']",JKHY,USA,$13.47 B,Jack Henry & Associates,1149
6248,[],EQT,USA,$13.48 B,EQT Corporation,1148
6249,"['Hotels', 'Travel']",HTHT,China,$13.49 B,Huazhu Hotels,1145
6250,[],8015.T,Japan,$13.49 B,Toyota Tsusho,1146
6251,['Telecommunication'],SJR,Canada,$13.49 B,Shaw Communications,1147
6252,"['Software', 'Tech']",NTAP,USA,$13.57 B,NetApp,1143
6253,"['Semiconductors', 'Engineering', 'Tech']",ASM.AS,Netherlands,$13.59 B,ASM International,1142
6254,['Chemicals'],1326.TW,Taiwan,$13.56 B,Formosa Chemicals & Fibre,1144
6255,['Chemicals'],WLK,USA,$13.60 B,Westlake Chemical,1140
6256,"['REITs', 'Realestate', 'Investment']",KIM,USA,$13.59 B,Kimco Realty,1141
6257,"['Software', 'Tech', 'Videogames']",U,USA,$13.61 B,Unity Software,1139
6258,[],FWONK,USA,$13.61 B,Formula One Group,1138
6259,"['Realestate', 'Investment']",PEAK,USA,$13.62 B,Healthpeak Properties,1136
6260,"['Stockexchanges', 'Financialservices', 'StockCryptoexchanges']",CBOE,USA,$13.63 B,Cboe,1135
6261,"['MediaPress', 'Entertainment']",LSXMB,USA,$13.68 B,Liberty Media,1133
6262,"['Aircraftmanufacturers', 'Defensecontractors', 'Manufacturing']",AM.PA,France,$13.62 B,Dassault Aviation,1137
6263,"['Utilitycompanies', 'Electricity', 'Energy']",LNT,USA,$13.68 B,Alliant Energy,1134
6264,"['Utilitycompanies', 'Electricity', 'Energy']",EVRG,USA,$13.69 B,Evergy,1132
6265,"['Airlines', 'Travel', 'Transportation']",CEA,China,$13.71 B,China Eastern Airlines,1129
6266,"['Software', 'Tech']",SPLK,USA,$13.70 B,Splunk,1130
6267,[],MONC.MI,Italy,$13.70 B,Moncler,1131
6268,"['Stockexchanges', 'Financialservices', 'StockCryptoexchanges']",B3SA3.SA,Brazil,$13.73 B,B3,1128
6269,['Financialservices'],FLT,USA,$13.75 B,Fleetcor,1125
6270,[],EDEN.PA,France,$13.74 B,Edenred,1127
6271,['Insurance'],8630.T,Japan,$13.77 B,Sompo Holdings,1124
6272,[],6502.T,Japan,$13.78 B,Toshiba,1123
6273,['Telecommunication'],MTN.JO,South Africa,$13.83 B,MTN Group,1122
6274,['Retail'],JEM.F,Portugal,$13.74 B,JerÃ³nimo Martins,1126
6275,[],2280.SR,Saudi Arabia,$13.93 B,Almarai,1121
6276,"['CAC40', 'Professionalservices']",TEP.PA,France,$13.93 B,Teleperformance,1120
6277,['Realestate'],1972.HK,Hong Kong,$13.96 B,Swire Properties,1119
6278,"['Gambling', 'Hotels', 'Entertainment', 'Travel']",MGM,USA,$13.97 B,MGM Resorts,1118
6279,[],APA,USA,$14.03 B,Apache Corporation,1117
6280,"['ITservices', 'Professionalservices']",BAH,USA,$14.04 B,Booz Allen Hamilton,1116
6281,"['Tech', 'Internet', 'Software', 'ITsecurity']",AKAM,USA,$14.09 B,Akamai,1113
6282,['autoparts'],LKQ,USA,$14.06 B,LKQ Corporation,1115
6283,['Telecommunication'],BT-A.L,UK,$14.08 B,BT Group,1114
6284,[],FFH.TO,Canada,$14.11 B,Fairfax Financial,1112
6285,"['Financialservices', 'Banks']",2886.TW,Taiwan,$14.14 B,MFHC,1111
6286,['Insurance'],ERIE,USA,$14.15 B,Erie Indemnity,1109
6287,"['Travel', 'Internet', 'OnlineTravel', 'Tech']",EXPE,USA,$14.17 B,Expedia Group,1106
6288,"['Videogames', 'Entertainment', 'Tech']",7832.T,Japan,$14.15 B,Bandai Namco,1110
6289,['Professionalservices'],4307.T,Japan,$14.17 B,Nomura Research Institute,1103
6290,[],2382.HK,China,$14.15 B,Sunny Optical,1108
6291,"['Luxurygoods', 'Clothing']",1913.HK,Italy,$14.18 B,Prada,1102
6292,['Mining'],VEDL.NS,India,$14.16 B,Vedanta,1107
6293,['Electronics'],TER,USA,$14.22 B,Teradyne,1101
6294,[],ASII.JK,Indonesia,$14.70 B,Astra International,1072
6295,"['Electronics', 'Tech', 'Semiconductors', 'TechHardware']",SWKS,USA,$14.72 B,Skyworks Solutions,1070
6296,"['Automakers', 'Manufacturing']",VOLCAR-B.ST,Sweden,$14.75 B,Volvo Car,1068
6297,"['Engineering', 'Professionalservices']",WSP.TO,Canada,$14.70 B,WSP Global,1074
6298,"['Investment', 'Realestate', 'REITs']",0823.HK,Hong Kong,$14.72 B,Link REIT,1071
6299,"['ITsecurity', 'Tech', 'Software']",GEN,USA,$14.75 B,Gen Digital,1067
6300,['Insurance'],TRYG.CO,Denmark,$14.74 B,Tryg,1069
6301,"['Software', 'ITsecurity', 'Tech']",LDOS,USA,$14.83 B,Leidos,1065
6302,['Pharmaceuticals'],4507.T,Japan,$14.77 B,Shionogi,1066
6303,['Construction'],1925.T,Japan,$14.85 B,Daiwa House,1064
6304,"['Financialservices', 'Banks']",KB,South Korea,$14.87 B,KB Financial Group,1061
6305,['Beverages'],JDE.F,Netherlands,$14.85 B,JDE Peet's,1063
6306,"['Internet', 'Tech']",SNAP,USA,$15.00 B,Snap,1060
6307,['Financialservices'],TW,USA,$14.87 B,Tradeweb,1062
6308,"['AssetManagement', 'Financialservices']",OWL,USA,$15.06 B,Blue Owl Capital,1058
6309,['Insurance'],HDFCLIFE.NS,India,$15.06 B,HDFC Life,1059
6310,"['Gambling', 'Videogames', 'Entertainment']",ALL.AX,Australia,$15.07 B,Aristocrat,1057
6311,"['Automakers', 'Manufacturing']",601238.SS,China,$15.08 B,GAC (Guangzhou Automobile Group),1056
6312,"['Construction', 'Financialservices']",NVR,USA,$15.10 B,NVR,1055
6313,['Sportsgoods'],7309.T,Japan,$15.12 B,Shimano,1054
6314,['Conglomerate'],TXT,USA,$15.15 B,Textron,1052
6315,['Retail'],COL.AX,Australia,$15.16 B,Coles Group,1051
6316,['Insurance'],AV.L,UK,$15.17 B,Aviva,1050
6317,['Insurance'],8725.T,Japan,$15.14 B,MS&AD Insurance,1053
6318,"['Electricity', 'Energy']",ADANIPOWER.NS,India,$15.17 B,Adani Power,1049
6319,"['Steelproducers', 'Steelindustry']",5401.T,Japan,$15.26 B,Nippon Steel,1048
6320,['Telecommunication'],E5F.F,Indonesia,$15.27 B,XL Axiata,1047
6321,['Chemicals'],5183.KL,Malaysia,$15.28 B,PChem (Petronas Chemicals Group),1046
6322,"['Banks', 'Financialservices']",601009.SS,China,$15.33 B,Bank of Nanjing,1043
6323,[],NHY.OL,Norway,$15.33 B,Norsk Hydro,1044
6324,"['FlavorsFragrances', 'DAX']",SY1.DE,Germany,$15.38 B,Symrise,1041
6325,['Internet'],PINS,USA,$15.38 B,Pinterest,1042
6326,['Insurance'],SBILIFE.NS,India,$15.38 B,SBI Life Insurance,1040
6327,"['Banks', 'Financialservices']",DANS.VI,Denmark,$15.43 B,Danske Bank,1038
6328,"['Professionalservices', 'Advertising']",OMC,USA,$15.43 B,Omnicom,1039
6329,[],BIP,Bermuda,$15.48 B,Brookfield Infrastructure Partners,1036
6330,"['OilGas', 'Energy']",TRGP,USA,$15.52 B,Targa Resources,1034
6331,"['Electricity', 'Energy', 'Infrastructure']",TRN.MI,Italy,$15.47 B,Terna,1037
6332,['Glassesandcontactlenses'],COO,USA,$15.52 B,Cooper Companies,1033
6333,[],J,USA,$15.50 B,Jacobs Engineering,1035
6334,[],AVY,USA,$15.52 B,Avery Dennison,1032
6335,"['Airports', 'Infrastructure']",ADP.PA,France,$15.58 B,AÃ©roports de Paris,1031
6336,"['DAX', 'Healthcare']",FRE.DE,Germany,$15.61 B,Fresenius,1029
6337,['Financialservices'],SYF,USA,$15.60 B,Synchrony,1030
6338,['Investment'],III.L,UK,$15.76 B,3i Group,1026
6339,['Aerospace'],HWM,USA,$15.66 B,Howmet Aerospace,1028
6340,['Medicaldevices'],SOON.SW,Switzerland,$15.69 B,Sonova,1027
6341,['Professionalservices'],IRM,USA,$15.82 B,Iron Mountain,1025
6342,['Mining'],FM.TO,Canada,$15.83 B,First Quantum Minerals,1024
6343,"['OilGas', 'Energy']",STO.AX,Australia,$15.85 B,Santos,1023
6344,"['Realestate', 'Investment']",1997.HK,Hong Kong,$15.87 B,Wharf REIC,1022
6345,['Insurance'],SLHN.SW,Switzerland,$15.88 B,Swiss Life,1021
6346,['Food'],ABF.L,UK,$15.93 B,Associated British Foods,1018
6347,"['Banks', 'Financialservices']",600919.SS,China,$15.89 B,Bank of Jiangsu,1020
6348,"['Beverages', 'Alcoholicbeverages']",2502.T,Japan,$15.99 B,Asahi Group,1013
6349,"['Restaurantchains', 'Food']",6862.HK,China,$15.89 B,Hai Di Lao Hot Pot,1019
6350,['Telecommunication'],ADVANC.BK,Thailand,$15.94 B,Advanced Info Service (AIS),1016
6351,[],600999.SS,China,$15.94 B,China Merchants Securities,1017
6352,"['Railways', 'Construction']",601186.SS,China,$15.96 B,China Railway Construction,1015
6353,"['Chemicals', 'Agriculture']",PHOR.ME,Russia,$16.06 B,PhosAgro,1012
6354,['Pharmaceuticals'],ICLR,Ireland,$16.07 B,ICON plc,1011
6355,"['CAC40', 'Advertising', 'Professionalservices']",PUB.PA,France,$16.08 B,Publicis Groupe,1010
6356,"['Financialservices', 'Banks']",KEY,USA,$16.10 B,KeyCorp (KeyBank),1009
6357,['Chemicals'],FMC,USA,$16.11 B,FMC,1008
6358,"['OilGas', 'Energy']",OMV.F,Austria,$16.12 B,OMV,1006
6359,"['Ridesharing', 'Internet', 'Tech', 'Transportation']",DIDIY,China,$16.21 B,DiDi,1004
6360,['Fertilizercompanies'],MOS,USA,$16.11 B,The Mosaic Company,1007
6361,['MediaPress'],FOX,USA,$16.22 B,Fox Corporation,1003
6362,['Realestate'],0012.HK,Hong Kong,$16.16 B,Henderson Land Development,1005
6363,[],001979.SZ,China,$16.23 B,China Merchants Shekou Industrial Zone,1002
6364,[],RTO.L,UK,$16.67 B,Rentokil Initial,974
6365,[],BRO,USA,$16.23 B,Brown & Brown,1001
6366,"['Videogames', 'Esports', 'Entertainment', 'Tech']",TTWO,USA,$16.69 B,Take 2 Interactive,973
6367,"['OilGas', 'Energy']",0003.HK,Hong Kong,$16.70 B,Hong Kong and China Gas,972
6368,"['Retail', 'SupermarketChains']",CPALL.BK,Thailand,$16.72 B,CP All,971
6369,"['Electronics', 'Semiconductors', 'Tech', 'TechHardware']",6723.T,Japan,$16.67 B,Renesas Electronics,975
6370,"['Professionalservices', 'Financialservices']",BR,USA,$16.75 B,Broadridge Financial Solutions,969
6371,[],6201.T,Japan,$16.80 B,Toyota Industries,967
6372,"['Steelproducers', 'Steelindustry']",PKX,South Korea,$16.78 B,POSCO,968
6373,"['Automakers', 'Manufacturing']",7269.T,Japan,$16.74 B,Suzuki Motor,970
6374,['Telecommunication'],000063.SZ,China,$16.91 B,ZTE,965
6375,['Food'],CPB,USA,$16.82 B,Campbell Soup,966
6376,"['Financialservices', 'Banks', 'Investment']",601211.SS,China,$16.93 B,Guotai Junan Securities,964
6377,"['Banks', 'Financialservices']",1150.SR,Saudi Arabia,$16.99 B,Alinma Bank,960
6378,['DiagnosticsandTesting'],DGX,USA,$16.96 B,Quest Diagnostics,963
6379,['Entertainment'],WMG,USA,$16.99 B,Warner Music Group,961
6380,"['Semiconductors', 'Tech', 'TechHardware']",6920.T,Japan,$16.98 B,Lasertec,962
6381,[],6326.T,Japan,$17.01 B,Kubota,959
6382,[],PIDILITIND.NS,India,$17.03 B,Pidilite,954
6383,"['Electronics', 'Networkinghardware', 'TechHardware']",UI,USA,$17.03 B,Ubiquiti,955
6384,['Medicaldevices'],ABMD,USA,$17.03 B,Abiomed,956
6385,[],IEP,USA,$17.01 B,Icahn Enterprises,958
6386,"['Energy', 'Infrastructure']",SRG.MI,Italy,$17.03 B,Snam,957
6387,"['Airlines', 'Travel', 'Transportation']",RYAAY,Ireland,$17.13 B,Ryanair,952
6388,"['Financialservices', 'Software', 'Tech']",FDS,USA,$17.15 B,FactSet,951
6389,['Transportation'],EXPD,USA,$17.12 B,Expeditors,953
6390,"['Food', 'Dairycompanies']",2319.HK,China,$17.21 B,Mengniu Dairy,947
6391,"['Conglomerate', 'Mining']",ANTO.L,UK,$17.20 B,Antofagasta,948
6392,[],SGSN.SW,Switzerland,$17.18 B,SGS,950
6393,['Fertilizercompanies'],2020.SR,Saudi Arabia,$17.19 B,Saudi Arabian Fertilizer Company,949
6394,"['Mining', 'CoalMining', 'Energy']",COALINDIA.NS,India,$17.23 B,Coal India,945
6395,['Food'],2802.T,Japan,$17.23 B,Ajinomoto,946
6396,"['Retail', 'SupermarketChains']",8267.T,Japan,$17.31 B,Aeon,942
6397,"['Automakers', 'Manufacturing']",000625.SZ,China,$17.25 B,Chongqing Changan,944
6398,"['Electronics', 'Tech', 'TechHardware', 'Semiconductors']",MPWR,USA,$17.26 B,Monolithic Power Systems,943
6399,[],206G.F,China,$17.32 B,Huatai Securities,941
6400,"['Telecommunication', 'Infrastructure', 'Realestate']",VTWR.DE,Germany,$17.34 B,Vantage Towers,940
6401,"['Energy', 'Electricity', 'Renewableenergy']",SEDG,Israel,$17.37 B,SolarEdge,939
6402,"['OilGas', 'Energy']",MRO,USA,$17.40 B,Marathon Oil,937
6403,"['Restaurantchains', 'Food']",DRI,USA,$17.40 B,Darden Restaurants,938
6404,"['Insurance', 'Investment']",MKL,USA,$17.40 B,Markel,936
6405,"['Internet', 'ECommerce', 'Tech']",CHWY,USA,$17.42 B,Chewy,935
6406,"['Alcoholicbeverages', 'Beverages']",600600.SS,China,$17.43 B,Tsingtao,934
6407,"['Pharmaceuticals', 'Packaging']",WST,USA,$17.46 B,West Pharmaceutical,932
6408,"['Electricity', 'OilGas', 'Energy']",CEZ.F,Czech Republic,$17.44 B,ÄEZ Group,933
6409,['Realestate'],VTR,USA,$17.51 B,Ventas,931
6410,"['Chemicals', 'Healthcare']",PKI,USA,$17.59 B,PerkinElmer,930
6411,['Investment'],EYX.F,Netherlands,$17.60 B,Exor,929
6412,"['Energy', 'Renewableenergy', 'Electricity']",BEP,Bermuda,$17.64 B,Brookfield Renewable Partners,928
6413,"['Airlines', 'Travel', 'Transportation']",ZNH,China,$17.72 B,China Southern Airlines,927
6414,[],ESWB.F,Sweden,$17.73 B,Essity,924
6415,[],DOL.TO,Canada,$17.73 B,Dollarama,925
6416,"['Electricity', 'Energy', 'Utilitycompanies']",CMS,USA,$17.74 B,CMS Energy,923
6417,[],IEX,USA,$17.72 B,IDEX,926
6418,"['Engineering', 'Construction']",601800.SS,China,$17.75 B,China Communications Construction,922
6419,"['CAC40', 'WasteRecycling']",VIE.PA,France,$17.83 B,Veolia,919
6420,"['Financialservices', 'Banks', 'Insurance']",2882.TW,Taiwan,$17.78 B,Cathay Financial Holding,920
6421,['Realestate'],8802.T,Japan,$17.78 B,Mitsubishi Estate,921
6422,['Financialservices'],LPLA,USA,$17.86 B,LPL Financial,918
6423,"['Electricity', 'Energy']",0002.HK,Hong Kong,$17.88 B,CLP Group,917
6424,['Telecommunication'],0762.HK,Hong Kong,$17.88 B,China Unicom,916
6425,"['Mining', 'SilverMining', 'Goldmining']",WPM,Canada,$17.89 B,Wheaton Precious Metals,915
6426,['Medicaldevices'],STMN.SW,Switzerland,$17.95 B,Straumann,912
6427,[],6971.T,Japan,$17.97 B,Kyocera,911
6428,['Packaging'],AMCR,Switzerland,$18.06 B,Amcor,909
6429,"['Retail', 'Electronics']",BBY,USA,$18.00 B,Best Buy,910
6430,"['Semiconductors', 'Tech']",UMC,Taiwan,$18.10 B,United Microelectronics,906
6431,[],GRMN,Switzerland,$18.08 B,Garmin,908
6432,['Chemicals'],1301.TW,Taiwan,$18.13 B,Formosa Plastics,904
6433,"['Investment', 'Financialservices', 'DAX']",PAH3.DE,Germany,$18.11 B,Porsche SE,905
6434,['Realestate'],8801.T,Japan,$18.10 B,Mitsui Fudosan,907
6435,[],JBHT,USA,$18.25 B,J. B. Hunt,901
6436,['Food'],WN.TO,Canada,$18.22 B,George Weston,902
6437,['Food'],BIMBOA.MX,Mexico,$18.80 B,Grupo Bimbo,876
6438,"['Videogames', 'Entertainment', 'Tech']",3659.T,Japan,$18.75 B,Nexon,877
6439,"['Realestate', 'REITs', 'Investment']",MAA,USA,$18.89 B,Mid-America Apartment Communities,874
6440,"['Steelproducers', 'Steelindustry']",STLD,USA,$18.89 B,Steel Dynamics,875
6441,['Medicaldevices'],HOLX,USA,$18.14 B,Hologic,903
6442,['Beverages'],KOF,Mexico,$18.90 B,Coca-Cola FEMSA,873
6443,['Chemicals'],1303.TW,Taiwan,$18.97 B,Nan Ya Plastics,872
6444,"['Telecommunication', 'Infrastructure']",0788.HK,China,$18.98 B,China Tower,870
6445,"['OilGas', 'Transportation', 'Infrastructure', 'Energy']",PBA,Canada,$19.00 B,Pembina Pipeline,869
6446,"['Banks', 'Financialservices', 'CAC40']",GLE.PA,France,$19.02 B,SociÃ©tÃ© GÃ©nÃ©rale,867
6447,['Automakers'],TTM,India,$19.08 B,Tata Motors,865
6448,"['Electricity', 'Utilitycompanies', 'Energy']",EDP.F,Portugal,$19.05 B,EDP Group,866
6449,"['Banks', 'Financialservices']",IX,Japan,$19.01 B,ORIX,868
6450,"['Realestate', 'DAX', 'REITs']",VNA.DE,Germany,$19.19 B,Vonovia,863
6451,"['Electricity', 'Energy']",CNP,USA,$19.13 B,CenterPoint Energy,864
6452,"['OilGas', 'Energy']",AKRBP.OL,Norway,$19.20 B,Aker BP,862
6453,['Automakers'],M&M.NS,India,$19.22 B,Mahindra & Mahindra,860
6454,[],TPL,USA,$19.21 B,Texas Pacific Land Trust,861
6455,"['Clothing', 'Retail']",HM-B.ST,Sweden,$19.23 B,H&M,859
6456,"['Utilitycompanies', 'Electricity', 'Energy']",FTS,Canada,$19.25 B,Fortis,858
6457,[],BMRN,USA,$19.27 B,BioMarin Pharmaceutical,856
6458,['Insurance'],8750.T,Japan,$19.32 B,Dai-ichi Life Holdings,855
6459,[],TDY,USA,$19.27 B,Teledyne,857
6460,"['Utilitycompanies', 'Electricity', 'Energy']",EBR,Brazil,$19.37 B,Centrais Electricas Brasileiras,854
6461,[],DOV,USA,$19.41 B,Dover,853
6462,[],8002.T,Japan,$19.42 B,Marubeni,852
6463,[],SCHN.SW,Switzerland,$19.44 B,Schindler Group,850
6464,[],ROL,USA,$19.44 B,Rollins,851
6465,"['Financialservices', 'Banks']",CFG,USA,$19.45 B,Citizens Financial Group,849
6466,"['Banks', 'Financialservices']",BZLA.F,Brazil,$19.49 B,Banco do Brasil,847
6467,[],SVHH.F,Sweden,$19.50 B,Svenska Handelsbanken,846
6468,[],600031.SS,China,$19.55 B,Sany Heavy Industry,845
6469,"['Retail', 'Luxurygoods']",1929.HK,Hong Kong,$19.63 B,Chow Tai Fook,843
6470,"['Electricity', 'Utilitycompanies', 'Energy']",ELE.MC,Spain,$19.60 B,Endesa,844
6471,"['Automakers', 'Manufacturing']",000270.KS,South Korea,$19.66 B,Kia,838
6472,"['Airlines', 'Travel', 'Transportation']",601111.SS,China,$19.63 B,Air China,842
6473,"['Airports', 'Infrastructure']",AENA.MC,Spain,$19.64 B,Aena,840
6474,"['OilGas', 'Energy']",EC,Colombia,$19.63 B,Ecopetrol,841
6475,"['Banks', 'Financialservices']",1060.SR,Saudi Arabia,$19.72 B,The Saudi British Bank,832
6476,['Internet'],4689.T,Japan,$19.67 B,Z Holdings,837
6477,"['Construction', 'Infrastructure']",FER.MC,Spain,$19.65 B,Ferrovial,839
6478,['Consumergoods'],CHD,USA,$19.68 B,Church & Dwight,836
6479,[],000725.SZ,China,$19.68 B,BOE Technology,835
6480,"['OilGas', 'Energy']",PTTEP.BK,Thailand,$19.69 B,PTT Exploration and Production,834
6481,['Fertilizercompanies'],CF,USA,$19.72 B,CF Industries,833
6482,[],ATL.MI,Italy,$19.78 B,Atlantia,829
6483,['Realestate'],INVH,USA,$19.75 B,Invitation Homes,831
6484,"['Tires', 'CAC40']",ML.PA,France,$19.78 B,Michelin,830
6485,['Insurance'],WRB,USA,$19.81 B,W. R. Berkley,827
6486,"['Healthcare', 'Insurance']",MOH,USA,$19.81 B,Molina Healthcare,828
6487,"['Professionalservices', 'ITservices', 'Software', 'Tech']",EPAM,USA,$19.91 B,EPAM Systems,826
6488,[],XYL,USA,$20.00 B,Xylem,825
6489,['Pharmaceuticals'],BGNE,China,$20.08 B,BeiGene,822
6490,[],NTPC.NS,India,$20.06 B,NTPC Limited,823
6491,"['Energy', 'OilGas']",CTRA,USA,$20.09 B,Coterra Energy,821
6492,"['Healthcare', 'Internet', 'Tech', 'Software']",2413.T,Japan,$20.03 B,"M3, Inc",824
6493,[],NIBE-B.ST,Sweden,$20.15 B,NIBE Industrier,819
6494,[],RLF.F,China,$20.12 B,Longfor Group,820
6495,['Pharmaceuticals'],4523.T,Japan,$20.16 B,Eisai,818
6496,['Financialservices'],RF,USA,$20.17 B,Regions Financial,817
6497,"['Banks', 'Financialservices']",FSRA.F,South Africa,$20.22 B,FirstRand,816
6498,[],ELP,Brazil,$20.22 B,Copel,815
6499,[],WAT,USA,$20.23 B,Waters Corporation,814
6500,['Courier'],ZTO,China,$20.26 B,ZTO Express,812
6501,['Pulpandpaper'],UPM.HE,Finland,$20.24 B,UPM-Kymmene,813
6502,"['Electronics', 'Manufacturing']",6503.T,Japan,$20.36 B,Mitsubishi Electric,809
6503,['Realestate'],BEKE,China,$20.34 B,KE Holdings,810
6504,['PaintCoating'],4612.T,Japan,$20.33 B,Nippon Paint,811
6505,['Investment'],8053.T,Japan,$20.36 B,Sumitomo,808
6506,['Professionalservices'],GIB,Canada,$20.39 B,CGI,807
6507,"['Retail', 'SupermarketChains']",TSCDF,UK,$20.45 B,Tesco,805
6508,"['Tech', 'Networkinghardware']",HPE,USA,$20.57 B,Hewlett Packard Enterprise,804
6509,"['OilGas', 'Energy']",REP.MC,Spain,$20.64 B,Repsol,803
6510,"['Airports', 'Infrastructure']",600009.SS,China,$20.66 B,Shanghai Airport,801
6511,"['Electricity', 'Energy']",PPL,USA,$21.33 B,PPL,777
6512,"['ITservices', 'Professionalservices']",9613.T,Japan,$20.64 B,NTT Data,802
