,company_country,company_employees,company_founded,company_industry,company_name
4301,France,39,2007,Management Consulting,Advance Capital
4302,Italy,59,2008,Industrial Goods,Duetti Packaging
4303,United Kingdom,10,2008,Travel & Leisure,Pitchup.com
4304,UK,35,2014,Technology,Nurole
4305,Germany,22,2014,Support Services,Heissen Becker & Friends
4306,France,47,2009,Technology,Sellsy
4307,Portugal,61,1990,Automobiles,Multimoto Motor Portugal
4308,Germany,15,2016,Construction,ABAO Energy
4309,Finland,22,2011,Construction,Vertia
4310,Germany,15,2005,Advertising,Paseo Marketing
4311,France,1,2008,Agricultural Commodities,Rak & Spa Services
4312,Italy,32,2011,Technology,Welol Next
4313,UK,454,2013,Management Consulting,Anthesis Consulting Group
4314,United Kingdom,411,2013,Technology,Learning Technologies Group
4315,France,45,2011,Management Consulting,Mind7 Consulting
4316,UK,75,2010,Technology,Intent HQ
4317,France,57,2011,Agricultural Commodities,NaÃ¯o Technologies
4318,France,38,2009,Construction,ECO BAT
4319,Italy,16,2014,Industrial Goods,Dgs
4320,France,20,2009,Ecommerce,CafÃ© du Cycliste
4321,Italy,12,2014,Telecoms,Intech Microwaves
4322,Italy,6,1997,Fashion,Takiston
4323,Italy,16,2012,Interiors,Progetto
4324,Germany,8,2016,Construction,LANGER LÃ¼ftungs- und Klimaanlagen
4325,France,130,2010,Cyber Security,Formind
4326,Germany,1400,2011,Support Services,KBS Group
4327,France,142,2011,Technology,S4M
4328,Italy,20,2014,Technology,We Tech
4329,Hungary,8,1996,Industrial Goods,Continental Wood 
4330,France,20,2010,Telecoms,Oasis Smart SIM Europe**
4331,Italy,2,2013,Beauty,E-Stock
4332,Spain,25,2010,Ecommerce,Bodeboca
4333,Croatia,69,2012,Industrial Goods,TREMAK
4334,Italy,13,2013,Health,Aferetica
4335,Germany,165,2009,Health,Bentley Innomed
4336,Germany,550,2013,Support Services,equal personalÂ 
4337,Germany,72,2003,Property,HUNDT CONSULT
4338,Italy,37,2014,Energy,Zero
4339,France,70,2011,Support Services,SKILLS
4340,Italy,35,2015,Industrial Goods,C.M.B. Montaggi
4341,Italy,14,2015,Interiors,Filippo Uecher
4342,Norway,12,2011,Ecommerce,Nettbureau
4343,France,228,2008,Property,iad
4344,France,212,2000,Support Services,GEOSAT
4345,Italy,22,2015,Support Services,3E Studio
4346,Slovakia,5,2013,Construction,Pannonia Steel
4347,Germany,37,2014,Support Services,lengoo
4348,Italy,38,2000,Retail,Clabrun
4349,Portugal,14,2010,Cyber Security,Redshift Consulting
4350,Italy,21,2009,Fashion,Kronos
4351,Italy,22,2007,Beauty,LaSaponaria
4352,UK,108,2003,Fintech,Xceptor
4353,Spain,26,2013,Games industry,AMMO by Mig Jimenez
4354,United Kingdom,29,2011,Technology,Communicate Technology
4355,United Kingdom,28,2012,Law,3CS Corporate Solicitors
4356,Germany,95,2013,Health,Die Wuhlewanderer
4357,Sweden,27,2007,Technology,IMINT Vidhance
4358,Portugal,18,2015,Travel & Leisure,Globalis Viagens
4359,France,5,2008,Construction,Rcube
4360,Germany,23,2014,Industrial Goods,Hensing
4361,Germany,58,1999,Technology,Explicatis
4362,Italy,47,2016,Restaurants,Arte e Passione
4363,France,87,2011,Retail,PAUL MARIUS
4364,Italy,12,2010,Interiors,Giopato & Coombes
4365,United Kingdom,65,2006,Technology,Green Energy Options
4366,Italy,90,2009,Technology,Soluzioni Prodotti Sistemi
4367,Bulgaria,730,2012,Technology,Scalefocus
4368,Italy,119,2000,Food & Beverage,Antichi Sapori Dell'Etna
4369,Germany,3,2006,Health,Nordfit SporternÃ¤hrung
4370,Latvia,650,2012,Financial Services,Mogo Finance
4371,France,45,1998,Construction,PRODITHERM
4372,Germany,16,2014,Retail,Whiskyzone
4373,UK,65,2002,Aerospace & Defence,ACC Aviation
4374,Romania,184,2005,Travel & Leisure,Klass Wagen
4375,France,15,2002,Support Services,EPI Group
4376,United Kingdom,10,2011,Financial Services,Nau Securities
4377,Slovenia,4,2013,Agricultural Commodities,Tiama
4378,Italy,113,2002,Technology,Targa Telematics
4379,Italy,16,2015,Travel & Leisure,We Exhibit
4380,Spain,56,2000,Advertising,Make Marketing y ComunicaciÃ³n
4381,Germany,35,2014,Transport,meta4log
4382,Germany,180,2010,Support Services,Atheneum Partners
4383,UK,50,2003,Transport,SIAN Wholesale Ltd
4384,Germany,306,2006,Health,Humanas Pflege
4385,Italy,154,2011,Advertising,Doveconviene
4386,Germany,118,2011,Support Services,ANT Personalservice
4387,Sweden,104,2002,Technology,Visage Technologies
4388,France,46,2011,Technology,Mind7 Consulting
4389,Germany,25,2010,Industrial Goods,DMS Technologie
4390,United Kingdom,196,2011,Restaurants,Grind
4391,Lithuania,1,2016,Games industry,Riotloc
4392,France,42,2011,Management Consulting,Adameo PM
4393,Spain,285,2010,Restaurants,Tresmes Eco Activa
4394,United Kingdom,170,2014,Financial Services,Delta Capita
4395,UK,34,2003,Precious metals,BullionVault
4396,Italy,30,2012,Cyber Security,7Layers
4397,Germany,21,2005,Ecommerce,Eurotone
4398,United Kingdom,39,2010,Support Services,Marlin Green
4399,Spain,23,2000,Chemicals & Pharmaceuticals,3A Antioxidants
4400,Spain,45,2011,Industrial Goods,Ergos Technology
4401,Italy,13,2009,Health,Laboratorio La Vallonea
4402,France,18,2014,Construction,Urban TP
4403,France,Not found,2014,Support Services,PROPULSE IT
4404,Germany,6,2016,Industrial Goods,on Metall
4405,Germany,78,2013,Education,Die Wuhlewanderer
4406,Germany,17,2011,Ecommerce,Bluespoon
4407,France,Not found,2007,Technology,GAC TECHNOLOGY
4408,France,69,2009,Technology,Sellsy
4409,The Netherlands,39,2012,Education,Scribbr
4410,UK,56,2013,Technology,Lightfoot Innovations
4411,France,31,2013,Support Services,Acanthe Conseil
4412,Italy,6,2011,Support Services,Sacee
4413,Italy,32,2011,Telecoms,iCom
4414,France,1000,2007,Energy,Selectra
4415,Italy,13,2010,Energy,Energetic
4416,Sweden,111,2006,Support Services,Vindex
4417,United Kingdom,45,2006,Support Services,Green Park Interim & Executive
4418,Italy,27,1998,Automobiles,City Motors
4419,Germany,40,2012,Industrial Goods,ALLESklarDRUCK
4420,France,9,2007,Support Services,Faveod
4421,Spain,15,2013,Energy,CYE Energia
4422,Italy,15,2009,Chemicals,Phenofarm
4423,Italy,22,2014,Support Services,Effegi Service Group*
4424,Germany,782,2006,Support Services,gevekom
4425,Czech Republic,15,1993,Cyber Security,ZEBRA SYSTEMS
4426,Finland,105,2008,Financial Services,Integrata Oy
4427,Germany,25,2010,Retail,Regular Trade
4428,France,40,2009,Telecoms,AFFA.COM
4429,Spain,12,2010,Pharmaceuticals,Galenicum Special Ingredients
4430,Germany,114,2012,Travel & Leisure,GS Star
4431,Hungary,15,2011,Energy,Expleo
4432,Germany,22,2014,Technology,Soft & Cloud
4433,France,119,2004,Aerospace & Defence,Clair Group
4434,United Kingdom,10,2010,Media,Mawsonia
4435,Italy,188,2009,Health,SocietÃ  E Salute
4436,United Kingdom,13,1995,Technology,Technoworld
4437,Italy,21,2015,Fashion,Confezioni Velvet
4438,Germany,10,1998,Property,Activ Bilanz
4439,UK,123,2013,Advertising,Once Upon A Time Global
4440,Italy,6,2013,Personal & Household Goods,Laca Trade
4441,Germany,4,2011,Energy,CB Energie
4442,France,6,2011,Retail,ClÃ´ture ARES
4443,Italy,12,2011,Ecommerce,Family Nation
4444,Greece,19,1994,Technology,Majar â Matzaridis Bros
4445,France,Not found,2012,Agricultural Commodities,FSP
4446,Sweden,40,2007,Advertising,Adtraction Marketing
4447,Germany,94,2012,Transport,Sticker Transporte
4448,Spain,791,1996,Technology,Izertis
4449,Italy,5,2016,Ecommerce,Fashion Commerce
4450,Slovakia,10,1992,Automobiles,Phobos
4451,United Kingdom,36,2009,Advertising,The Media Image
4452,Bulgaria,36,2010,Management Consulting,Next Consult
4453,UK,105,2009,Transport,Bulk Tainer Logistics Limited
4454,Germany,474,2013,Support Services,Humanus Personalservice
4455,France,23,2010,Media,PumpUp
4456,United Kingdom,74,2005,Financial Services,Regulatory Finance Solutions
4457,Germany,3,2014,Financial Services,Industrieleasing Deutschland
4458,Italy,22,2016,Industrial Goods,Wingeco
4459,Poland,25,2021,Ecommerce,Meblobranie.pl
4460,France,13,2011,Construction,Carreau Concept
4461,France,22,2005,Technology,Lex Persona
4462,United Kingdom,18,2011,Support Services,Osmii
4463,Germany,54,2015,Waste management & recycling,Rhein Main Rohstoffe
4464,United Kingdom,51,1994,Construction,Warner Land Surveys
4465,Spain,67,1898,Ecommerce,QueraltÃ³
4466,Germany,42,2000,Advertising,Liquisign OHG
4467,Germany,16,2012,Transport,B&T Transporte
4468,United Kingdom,182,1991,Retail,The Orange Square Company
4469,Slovakia,12,1993,Automobiles,Phobos
4470,UK,8389,6386,Support Services,NIC Services Group
4471,Italy,4,2006,Food & Beverage,Viver Distribuzione
4472,France,Not found,2012,Support Services,Be-Cloud
4473,Italy,5,2013,Support Services,Archita Engineering
4474,France,12,2011,Ecommerce,MaGarantie5ans
4475,United Kingdom,100,2010,Ecommerce,James and James Fulfilment
4476,United Kingdom,16,2010,Telecoms,Utelize Communications
4477,Spain,27,2006,Transport,Celeritas
4478,Italy,3,2003,Technology,Antherica
4479,France,2,2012,Media,Panenka
4480,Germany,221,2013,Support Services,ZAC Personalservice
4481,Germany,45,2014,Technology,peopleForecast
4482,France,23,2012,Travel & Leisure,Plug In Digital
4483,Italy,1,2006,Technology,Consorzio delle Tecnologie
4484,United Kingdom,29,2008,Cyber Security,PortSwigger
4485,Italy,12,2014,Management Consulting,Digitalpa
4486,UK,59,1994,Construction,Warner Land Surveys
4487,Hungary,16,2011,Ecommerce,Lumenet
4488,France,8,2008,Pharmaceuticals,PhinC Development
4489,Germany,150,2003,Advertising,Faktenkontor
4490,Spain,100,2007,Sales & Marketing,Motor Flash Iberica de Negocios
4491,Germany,58,2002,Support Services,GermanPersonnel E-Search
4492,Poland,60,2008,Technology,Luxon
4493,France,53,2012,Retail,CLAREO
4494,Italy,5,2013,Property,Laca Trade
4495,Italy,70,1979,Health,Ames Centro Polidiagnostico Strumentale
4496,Germany,400,2010,Travel & Leisure,PicturePeople
4497,Germany,199,2012,Support Services,Musterknaben
4498,United Kingdom,47,1997,Retail,Bambino Mio
4499,Spain,85,2009,Technology,Innocv Solutions
4500,France,18,2010,Construction,EPJ
4501,Italy,130,2002,Technology,MailUp
4502,Germany,24,2012,Chemicals,RiePharm
4503,France,15,2012,Management Consulting,Longchamp Asset Management
4504,Germany,24,2010,Technology,AMAGNO
4505,Germany,24,2009,Retail,Canbolat
4506,Italy,6,1997,Fashion,Takiston
4507,United Kingdom,19,2012,Sales & Marketing,Reddico
4508,UK,27,2012,Telecoms,Route 101 (formerly Unify)
4509,United Kingdom,121,2011,Sales & Marketing,Croud Inc
4510,United Kingdom,135,2015,Food & Beverage,Kendal Nutricare
4511,Germany,3,2012,Advertising,Smart Beauty Conzept
4512,Italy,13,2012,Industrial Goods,P.Parma
4513,France,559,2005,Support Services,GROUPE SGP
4514,Romania,478,1991,Automobiles,Subansamble Auto
4515,Germany,61,2013,Interiors,Ares
4516,Spain,5,2014,Sales & Marketing,Tooltester
4517,United Kingdom,96,2002,Financial Services,Enra Group
4518,Germany,80,2011,Retail,Riccardo Retail
4519,Italy,6,2012,Support Services,Materia Prima
4520,Denmark,65,2010,Fintech,Viabill
4521,Italy,45,2008,Technology,Getconnected
4522,Germany,4,2007,Chemicals,KS Bauchemie
4523,Italy,85,1998,Advertising,Webranking
4524,Italy,3,1999,Food & Beverage,Reparo
4525,Italy,118,1978,Industrial Goods,Trime
4526,Finland,3,2003,Support Services,Eastborder Promotion
4527,Germany,67,2008,Transport,bgm express logistik
4528,United Kingdom,800,2009,Fintech,Ebury Partners UK
4529,Germany,18,2014,Retail,2E Vertriebs
4530,Italy,22,2007,Construction,Rifra Costruzioni Generali
4531,Germany,48,2013,Support Services,Logando Display & Media Solutions
4532,Germany,4,2014,Energy,Gazcologne FlÃ¼ssiggas-Service
4533,Germany,54,2013,Interiors,Ares
4534,France,23,2012,Construction,Les Couvreurs Occitans
4535,Spain,51,2011,Cyber Security,Tarlogic Security
4536,Germany,15,2007,Technology,GPP Communication
4537,Germany,68,1996,Industrial Goods,VisiConsult X-ray Systems & Solutions
4538,Italy,68,1963,Construction,Impresa Percassi
4539,Germany,16,2014,Chemicals,Labmix24
4540,United Kingdom,133,2007,Financial Services,K3 Capital Group
4541,France,200,2011,Management Consulting,VO2 Group
4542,Germany,1200,2002,Travel & Leisure,PLAZA Hotelgroup
4543,Germany,39,2002,Management Consulting,IMAP
4544,France,120,2010,Technology,Guarani
4545,Italy,11,2005,Support Services,Iqm Selezione
4546,France,110,2012,Support Services,BuyingPeers
4547,Germany,24,2009,Financial Services,DEMV Deutscher Maklerverbund
4548,Italy,58,2014,Construction,Imprecom
4549,Spain,31,2003,Construction,Alexmafuer
4550,United Kingdom,174,2007,Cyber Security,Egress Software Technologies
4551,Germany,40,2010,Construction,H. Wiebusch Bauunternehmen
4552,Finland,591,2009,Support Services,Istekki
4553,Germany,9,2014,Retail,Retesol
4554,Germany,20,1984,Support Services,AF Marcotec
4555,Spain,Not found,2012,Transport,Operador Vitotrans
4556,Italy,6,2011,Precious metals,Krysos (Oregold)
4557,Greece,156,2000,Beauty,Cream Team
4558,UK,632,2007,Financial Services,MyPay
4559,UK,65,2007,Technology,iPlato Healthcare
4560,France,23,2010,Technology,Wabel
4561,France,45,2010,Construction,Wito
4562,Italy,75,1999,Construction,Seingim Global Service
4563,Latvia,64,2012,Technology,Sonarworks
4564,Germany,6,2009,Support Services,SR PrÃ¤zision
4565,France,12,2010,Support Services,Pay Job IntÃ©rim
4566,Italy,98,2012,Support Services,Staff
4567,Italy,47,2000,Management Consulting,Strategic Management Partners
4568,Italy,105,2007,Technology,Information Sharing Company
4569,Germany,10,1997,Industrial Goods,EZS Identtechnik
4570,France,107,2011,Technology,Metsys
4571,Spain,68,2005,Advertising,Sistemas InformÃ¡ticos de Negocio (SIDN)
4572,Germany,7,1995,Sales & Marketing,Werbung & Design Socher
4573,Poland,324,2010,Technology,Â j-labs
4574,Germany,8,2011,Health,Aakamp
4575,France,16,2009,Retail,CAFE DU CYCLISTE
4576,Germany,23,2006,Construction,SanitÃ¤r Leitermann
4577,France,Not found,2011,Management Consulting,Euros Agency Group
4578,France,285,2010,Management Consulting,OpenWork / Le Monde AprÃ¨s
4579,Spain,89,2006,Retail,Tu SÃºper Purchase
4580,Italy,17,2015,Automobiles,Beghini
4581,France,162,2012,Retail,Le Petit Vapoteur
4582,Germany,15,2012,Construction,trabitzsch dittrich architekten
4583,Germany,25,2009,Construction,N. Schwegler
4584,Germany,199,2009,Technology,Appsfactory
4585,France,32,2006,Support Services,Nova Consulting
4586,Germany,88,2000,Financial Services,blau direkt
4587,Bulgaria,43,2006,Industrial Goods,Smart Design 2006
4588,Latvia,136,2003,Support Services,Industry Service Partner
4589,Germany,75,2008,Retail,metacrew group
4590,Spain,282,2003,Restaurants,Cuinatur Activa
4591,Slovakia,19,2001,Technology,2 Ring
4592,United Kingdom,258,1996,Sales & Marketing,Jones Knowles Ritchie
4593,Italy,44,2013,Industrial Goods,Almac
4594,Spain,74,2007,Education,ABA English (English Worldwide)
4595,France,143,2011,Support Services,TEAMINSIDE GROUP
4596,France,12,2011,Energy,HPP (HYDRO POWER PLANT)
4597,France,28,2008,Technology,DQE Software
4598,Italy,185,2011,Technology,Thinkopen
4599,Finland,50,2009,Technology,IWA Oy
4600,France,14,2012,Retail,FioulReduc
4601,France,448,2011,Management Consulting,Go Concept
4602,United Kingdom,23,2010,Travel & Leisure,Travellanda
4603,France,17,2000,Retail,ZOOMICI
4604,France,16,2011,Construction,Carreau Sol
4605,France,29,2010,Sales & Marketing,Obiz Concept
4606,United Kingdom,75,2004,Financial Services,Arma Partners
4607,France,9,2007,Management Consulting,2I Portage
4608,Germany,23,2010,Industrial Goods,Hofmann Betriebsmontagen
4609,Germany,170,1997,Industrial Goods,ViscoTec
4610,Italy,15,2013,Fashion,Dolly Noire
4611,United Kingdom,219,2013,Management Consulting,Anthesis Consulting Group
4612,France,17,2009,Property,IMMO9
4613,Norway,158,2006,Technology,Signicat
4614,Belgium,65,2011,Management Consulting,Kronos Group
4615,Poland,50,1998,Architecture,Grupa 5 Architekci
4616,France,14,2010,Construction,Aspir Adour
4617,Italy,2,2010,Retail,Gioielleria Duca
4618,United Kingdom,171,2009,Technology,Adarma
4619,Italy,39,2012,Industrial Goods,Nova Cartotecnica Roberto
4620,Netherlands,1000,2000,Support Services,YoungCapital
4621,France,14,2014,Construction,SCOP Maisons DREAN
4622,Spain,5,2002,Automobiles,Ceao Motor
4623,Germany,50,2012,Construction,SeboTherm
4624,Italy,19,2012,Transport,Trasporti Cantisani Di Cantisani & C
4625,France,10,2012,Automobiles,Univers Auto
4626,Italy,237,2002,Technology,Mailup
4627,Germany,28,2011,Construction,MÃ¼hmel
4628,Lithuania,21,2013,Construction,Mb Ranresta
4629,Hungary,11,2015,Retail,V-Inox Outlet*
4630,Poland,19,2010,Ecommerce,Meblobranie
4631,Finland,44,2000,Technology,Geniem
4632,Germany,16,2007,Construction,Axmann Heizung - SanitÃ¤r
4633,Lithuania,21,2013,Industrial Goods,LT Metal Partners
4634,France,45,2006,Property,Novaxia
4635,United Kingdom,14,2006,Technology,I-Qubed Solutions
4636,Lithuania,62,2012,Technology,Deeper
4637,Poland,110,2002,Transport,Done Deliveries 
4638,France,14,2010,Management Consulting,Awinsi Technologies
4639,United Kingdom,63,2008,Technology,Vacancy Filler
4640,Italy,16,1989,Automobiles,Peragnoli Auto
4641,France,36,2009,Energy,Enogia
4642,France,329,2000,Technology,PRIMA SOLUTIONS
4643,Germany,11,2008,Automobiles,Profixsystemleasing
4644,Spain,6,2012,Construction,Spes Ingenieria Y Construccion
4645,UK,31,2010,Travel & Leisure,A&D Holidays
4646,Germany,11,2014,Sales & Marketing,Neovaude
4647,Italy,9,2009,Support Services,Consorzio Italiano Strade E Ambiente
4648,France,Not found,2011,Property,Sphere Immo
4649,Germany,77,2007,Technology,acmeo
4650,Italy,6,2002,Industrial Goods,Saimex
4651,Spain,668,1996,Technology,Izertis
4652,France,2,2008,Technology,Sofidys
4653,Germany,111,2008,Batteries,AKKU SYS Akkumulator- und Batterietechnik Nord
4654,Greece,15,1994,Technology,Majar - Matzaridis Bros
4655,Netherlands,28,2010,Technology,eMerus (HR2day)
4656,Italy,4,2005,Construction,Archingest
4657,France,3,1993,Automobiles,Exrod
4658,Italy,14,2015,Interiors,Vanita Docce
4659,France,14,2012,Industrial Goods,ecolog innovation
4660,Germany,50,2012,Construction,HE Profilcenter
4661,Germany,24,2011,Support Services,jobvertising crossmedia
4662,France,10,2014,Financial Services,Expertease Partners
4663,Germany,20,2014,Industrial Goods,Expertus Sicherheits-Systemhaus*
4664,Germany,6,2010,Retail,Merk Internethandel
4665,Czech Republic,14,2014,Technology,DENEVY
4666,Latvia,14,2006,Chemicals,MolPort
4667,Germany,6,1988,Sales & Marketing,Werbung & Design Socher
4668,Romania,43,2007,Industrial Goods,Easy Industry
4669,Italy,14,2010,Management Consulting,Inrete
4670,France,25,2011,Retail,LâException
4671,France,27,2013,Property,Lymo
4672,UK,122,2012,Technology,Cyden (iPulse)
4673,France,15,2011,Retail,Emmayli
4674,Italy,349,1999,Technology,Mashfrog Group
4675,Netherlands,22,2012,Support Services,Dag1
4676,France,45,2011,Construction,Home Plus
4677,Germany,140,2010,Technology,Treasury Intelligence Solutions
4678,Italy,18,2011,Insurance,Allianceinsay Broker
4679,Germany,24,2014,Retail,Kombitex
4680,United Kingdom,84,2009,Management Consulting,Blackrock Expert Services
4681,Germany,63,1998,Technology,ADITUS
4682,Finland,18,2014,Travel & Leisure,Axopar Boats
4683,Germany,39,2012,Advertising,Aufgesang
4684,Hungary,108,2006,Technology,Starschema
4685,UK,34,2013,Financial Services,Square Mile Investment Consulting and Research
4686,Italy,14,2013,Media,Cookies Factory
4687,Austria,31,2011,Travel & Leisure,Alps Residence Holidayservice
