,company_country,company_name
1049,Bermuda,Brookfield Infrastructure Partners
1050,USA,Avery Dennison
1051,USA,Snap
1052,Canada,WSP Global
1053,France,Teleperformance
1054,USA,The Mosaic Company
1055,Malaysia,PChem (Petronas Chemicals Group)
1056,Australia,Coles Group
1057,Japan,Suzuki Motor
1058,USA,LKQ Corporation
1059,Switzerland,Sonova
1060,UK,BT Group
1061,Ireland,AerCap
1062,China,Hai Di Lao Hot Pot
1063,USA,Zscaler
1064,USA,Formula One Group
1065,Canada,Fairfax Financial
1066,USA,FICO
1067,Netherlands,ASM International
1068,UK,Aviva
1069,USA,HubSpot
1070,India,Pidilite
1071,USA,PTC
1072,Netherlands,Philips
1073,UAE,Abu Dhabi National Oil Company (ADNOC)
1074,USA,Iron Mountain
1075,Australia,Aristocrat
1076,China,Tencent Music
1077,Italy,Prada
1078,USA,MGM Resorts
1079,USA,Teradyne
1080,USA,Zebra Technologies
1081,Taiwan,ASE Group
1082,China,Huazhu Hotels
1083,Mexico,Coca-Cola FEMSA
1084,China,Geely
1085,USA,Synchrony
1086,Japan,Toshiba
1087,USA,Bunge
1088,USA,Franklin Resources
1089,Netherlands,JDE Peet's
1090,Japan,Shimano
1091,Indonesia,Astra International
1092,Australia,South32
1093,Brazil,B3
1094,USA,SVB Financial Group
1095,Taiwan,CTBC Financial Holding
1096,Japan,Daiwa House
1097,USA,Lucid Motors
1098,USA,Avantor
1099,Mexico,Arca Continental
1100,China,GAC (Guangzhou Automobile Group)
1101,Denmark,Tryg
1102,Germany,Siemens Energy
1103,China,Zhongsheng Group
1104,Taiwan,MFHC
1105,USA,Burlington Stores
1106,Japan,Sompo Holdings
1107,USA,Textron
1108,China,China Railway Construction
1109,USA,Essex Property Trust
1110,UAE,Multiply Group
1111,Norway,Telenor
1112,USA,Westlake Chemical
1113,USA,Apache Corporation
1114,USA,Gen Digital
1115,Germany,Continental
1116,Thailand,Bangkok Dusit Medical Services (BDMS)
1117,USA,Healthpeak Properties
1118,S. Arabia,Almarai
1119,USA,Splunk
1120,USA,Rivian
1121,India,Vedanta
1122,Japan,Nitori Holdings
1123,France,AÃ©roports de Paris
1124,USA,Palantir
1125,USA,Cloudflare
1126,USA,Evergy
1127,Austria,Erste Group Bank
1128,Australia,Newcrest Mining
1129,Denmark,Novozymes
1130,Japan,Nomura Research Institute
1131,Japan,Inpex
1132,USA,Fleetcor
1133,Chile,Enel AmÃ©ricas
1134,Canada,Shaw Communications
1135,Turkey,Sasa Polyester
1136,USA,Loews Corporation
1137,India,Indian Oil
1138,Sweden,Volvo Car
1139,Japan,Shinkin Central Bank
1140,Netherlands,ABN AMRO
1141,France,Sodexo
1142,Japan,Shionogi
1143,USA,Lamb Weston
1144,Taiwan,Formosa Chemicals & Fibre
1145,UAE,ADNOC Drilling Company
1146,South Africa,MTN Group
1147,Hong Kong,CK Infrastructure
1148,Portugal,JerÃ³nimo Martins
1149,Germany,Delivery Hero
1150,USA,SS&C Technologies
1151,USA,Viatris
1152,Finland,Fortum
1153,USA,Interpublic Group
1154,China,Sunny Optical
1155,USA,Akamai
1156,USA,NetApp
1157,USA,Nordson
1158,USA,Alliant Energy
1159,China,Weichai Power
1160,China,Huaneng Power
1161,BM,Everest Re
1162,France,Carrefour
1163,Italy,Poste Italiane
1164,Singapore,Grab Holdings
1165,Philippines,BDO Unibank
1166,USA,MongoDB
1167,USA,Gaming and Leisure Properties
1168,France,Dassault Aviation
1169,USA,Carnival
1170,USA,POOLCORP
1171,Switzerland,Credit Suisse
1172,Luxembourg,Eurofins Scientific
1173,USA,International Paper
1174,Canada,Power Financial
1175,Spain,Acciona EnergÃ­as Renovables
1176,Thailand,Thai Beverage
1177,South Africa,Capitec Bank
1178,China,New China Life Insurance
1179,USA,Corebridge Financial
1180,Japan,OBIC
1181,Australia,QBE Insurance
1182,USA,Liberty Media
1183,Japan,Bandai Namco
1184,USA,Trimble
1185,USA,Leidos
1186,France,Edenred
1187,France,Amundi
1188,China,Bank of Beijing
1189,USA,Axon Enterprise
1190,Indonesia,Chandra Asri Petrochemical
1191,India,Grasim Industries
1192,Spain,Siemens Gamesa
1193,USA,Bio-Rad Laboratories
1194,Japan,Sysmex
1195,Japan,Toyota Tsusho
1196,India,Hindalco Industries
1197,USA,Jack Henry & Associates
1198,Japan,Resona Holdings
1199,USA,First Horizon National
1200,USA,TransUnion
1201,USA,Snap-on
1202,USA,Cboe
1203,USA,Kimco Realty
1204,Japan,Sumitomo Mitsui Trust Holdings
1205,USA,Tyler Technologies
1206,Netherlands,KPN
1207,China,China Eastern Airlines
1208,USA,Equity LifeStyle Properties
1209,USA,Paramount Global
1210,USA,Stanley Black & Decker
1211,USA,Celanese
1212,Canada,Brookfield Asset Management
1213,USA,American Homes 4 Rent
1214,Israel,Bank Leumi
1215,USA,Erie Indemnity
1216,Singapore,Singapore Airlines
1217,USA,Coinbase
1218,USA,Liberty Broadband
1219,France,Bureau Veritas
1220,Germany,Commerzbank
1221,France,bioMÃ©rieux
1222,Switzerland,Julius BÃ¤r
1223,Canada,Metro
1224,South Africa,Vodacom
1225,S. Korea,LG Electronics
1226,Thailand,Siam Cement
1227,India,Adani Power
1228,USA,AspenTech
1229,Brazil,Suzano
1230,Sweden,Alfa Laval
1231,China,Hansoh Pharma
1232,India,Siemens India
1233,Mexico,Grupo Elektra
1234,USA,Match Group
1235,S. Arabia,Banque Saudi Fransi
1236,Israel,Bank Hapoalim
1237,Malaysia,Tenaga Nasional
1238,Germany,MTU Aero Engines
1239,USA,Essential Utilities
1240,Netherlands,AkzoNobel
1241,USA,EQT Corporation
1242,Japan,Advantest
1243,India,Britannia Industries
1244,Taiwan,Uni-President Enterprises
1245,China,Bank of Shanghai
1246,Germany,Carl Zeiss Meditec
1247,USA,Reliance Steel & Aluminum
1248,USA,Unity Software
1249,USA,Hubbell
1250,USA,Bio-Techne
1251,USA,Amerco
1252,Israel,NICE
1253,India,Ambuja Cements
1254,UK,SEGRO
1255,Japan,Secom
1256,France,Worldline
1257,UK,Smith & Nephew
1258,USA,Camden Property Trust
1259,USA,Booz Allen Hamilton
1260,Sweden,Polestar
1261,Belgium,GBL
1262,Japan,Mitsubishi Heavy Industries
1263,USA,Packaging Corporation of America
1264,Belgium,Solvay
1265,Japan,Nissan
1266,Germany,HeidelbergCement
1267,Israel,Teva Pharmaceutical Industries
1268,USA,Ovintiv
1269,India,Bajaj Auto
1270,Japan,TDK
1271,China,Shandong Gold Mining
1272,Taiwan,Taiwan Cooperative Financial
1273,India,Tech Mahindra
1274,S. Korea,Hana Financial Group
1275,USA,MarketAxess
1276,USA,Carlisle Companies
1277,Brazil,Telefonica Brasil
1278,Germany,Talanx
1279,China,Hua Xia Bank
1280,USA,Host Hotels & Resorts
1281,S. Korea,POSCO Chemical
1282,Australia,WiseTech Global
1283,Japan,Sekisui House
1284,Germany,Zalando
1285,USA,Exact Sciences
1286,UK,Bunzl
1287,China,Yonyou
1288,France,Bouygues
1289,USA,Chesapeake Energy
1290,Netherlands,NN Group
1291,Italy,Campari
1292,USA,Carlyle Group
1293,USA,American Financial Group
1294,Finland,Stora Enso
1295,Bermuda,Brookfield Property Partners
1296,UK,WPP
1297,Taiwan,Chailease Holding
1298,USA,VF Corporation
1299,Japan,Kirin Holdings
1300,USA,The Toro Company
1301,India,Dabur
1302,Malaysia,IHH Healthcare
1303,Indonesia,Unilever Indonesia
1304,USA,AECOM
1305,UK,Croda International
1306,S. Arabia,Bank Albilad
1307,Hong Kong,Power Assets
1308,USA,Domino's Pizza
1309,USA,First Citizens BancShares
1310,Japan,Nomura Holdings
1311,USA,Graco
1312,USA,United Therapeutics
1313,S. Arabia,Arab National Bank
1314,UK,AVEVA
1315,USA,Entegris
1316,Italy,Nexi
1317,Brazil,Rede D'Or Sao Luiz
1318,UK,InterContinental Hotels Group
1319,USA,Charles River Laboratories
1320,India,Bank of Baroda
1321,India,IndusInd Bank
1322,Bermuda,Credicorp
1323,USA,Western Digital
1324,Ireland,Seagate Technology
1325,USA,GoDaddy
1326,Japan,kyowa Kirin
1327,China,Hainan Airlines
1328,USA,Globe Life
1329,Japan,Nippon YÅ«sen
1330,Hong Kong,Swire Pacific
1331,Norway,Yara International
1332,Sweden,Boliden
1333,USA,DocuSign
1334,USA,Masco
1335,China,Aluminum Corporation of China
1336,Hong Kong,Orient Overseas Container Line
1337,USA,CNA Financial
1338,USA,Aramark
1339,France,Renault
1340,Australia,Mineral Resources
1341,Netherlands,Randstad
1342,China,Sino Biopharmaceutical
1343,Taiwan,First Financial Holding
1344,India,Godrej
1345,Switzerland,Vifor Pharma
1346,Malaysia,CIMB Group
1347,USA,PulteGroup
1348,Japan,Subaru
1349,Taiwan,E.SUN Bank
1350,Netherlands,Qiagen
1351,Thailand,SCB (Siam Commercial Bank)
1352,USA,ZoomInfo
1353,Canada,Saputo
1354,USA,Albertsons
1355,Germany,Lufthansa
1356,USA,Ryan Specialty Group
1357,India,DLF
1358,Australia,REA Group
1359,USA,Wynn Resorts
1360,UK,Informa plc
1361,S. Korea,KakaoBank
1362,South Africa,Impala Platinum
1363,Australia,Brambles
1364,USA,Regency Centers
1365,South Africa,Gold Fields
1366,Taiwan,Hotai Motor
1367,USA,Teleflex
1368,USA,Equitable Holdings
1369,USA,News Corp
1370,USA,NiSource
1371,Germany,Brenntag
1372,USA,Hyatt Hotels
1373,USA,Fidelity National Financial
1374,USA,RPM International
1375,Sweden,LundbergfÃ¶retagen
1376,Thailand,Kasikornbank
1377,USA,Okta
1378,Sweden,Industrivarden
1379,USA,Rexford Industrial
1380,USA,Boston Properties
1381,USA,Deckers Brands
1382,Spain,Acciona
1383,USA,Sarepta Therapeutics
1384,South Africa,Sasol
1385,UK,Rolls-Royce Holdings
1386,China,Full Truck Alliance
1387,USA,American Airlines
1388,USA,Molson Coors
1389,Canada,Cameco
1390,USA,C. H. Robinson
1391,Switzerland,Barry Callebaut
1392,Italy,FinecoBank
1393,USA,Eastman Chemical
1394,USA,Bentley Systems
1395,USA,Service Corporation International
1396,Netherlands,AEGON
1397,S. Korea,SK Innovation
1398,Australia,Scentre Group
1399,USA,Bill.com
1400,Brazil,Gerdau
1401,Hong Kong,Hongkong Land
1402,USA,Western Midstream
1403,USA,Henry Schein
1404,India,Divis Laboratories
1405,India,Larsen & Toubro Infotech
1406,Japan,Ono Pharmaceutical
1407,Singapore,Flex
1408,France,Vivendi
1409,Canada,Ivanhoe Mines
1410,USA,Magellan Midstream Partners
1411,USA,Amdocs
1412,Canada,Emera
1413,USA,Paylocity
1414,Indonesia,Bank Negara Indonesia
1415,Japan,Sumitomo Realty & Development
1416,USA,Cleveland-Cliffs
1417,USA,Darling Ingredients
1418,Japan,Disco Corp.
1419,Japan,ENEOS Holdings
1420,USA,Dick's Sporting Goods
1421,China,Bilibili
1422,Australia,Ramsay Health Care
1423,India,Shree Cement
1424,USA,Bath & Body Works
1425,USA,Dynatrace
1426,Japan,Sumitomo Metal Mining
1427,USA,Watsco
1428,USA,Annaly Capital Management
1429,Japan,Pan Pacific
1430,USA,TPG Capital
1431,Taiwan,Evergreen Marine
1432,USA,Builders FirstSource
1433,Turkey,Turkish Airlines
1434,Japan,Yakult
1435,USA,Five Below
1436,India,Eicher Motors
1437,USA,Universal Health Services
1438,France,Alstom
1439,USA,AGCO
1440,USA,Synnex
1441,India,Cipla
1442,Sweden,Telia Company
1443,USA,Crown Holdings
1444,S. Korea,Korea Electric Power
1445,UK,Burberry
1446,Australia,Sonic Healthcare
1447,USA,Neurocrine Biosciences
1448,Hong Kong,Sino Land
1449,UK,Next plc
1450,Germany,Fresenius Medical Care
1451,USA,Tapestry
1452,Taiwan,Hua Nan Financial Holdings
1453,USA,HF Sinclair
1454,Isle of Man,Entain
1455,UK,Spirax-Sarco Engineering
1456,USA,BorgWarner
1457,Canada,GFL Environmental
1458,Chile,Banco de Chile
1459,USA,Ceridian
1460,Italy,INWIT
1461,USA,Lamar Advertising
1462,USA,Caesars Entertainment
1463,S. Korea,Samsung Life Insurance
1464,USA,Toast
1465,Australia,Suncorp
1466,USA,Juniper Networks
1467,S. Korea,LG Corp
1468,USA,Jabil
1469,Germany,Knorr-Bremse
1470,Brazil,Localiza
1471,USA,Freddie Mac
1472,Portugal,Galp Energia
1473,USA,CarMax
1474,USA,Zillow
1475,Singapore,CapitaLand Mall Trust
1476,Germany,PUMA
1477,USA,Morningstar
1478,Germany,Deutsche Wohnen
1479,India,Hindustan Aeronautics
1480,Japan,Suntory
1481,Poland,PKO Bank Polski
1482,USA,Qorvo
1483,China,Country Garden
1484,USA,Vail Resorts
1485,Germany,Rheinmetall
1486,UK,JD Sports Fashion
1487,Japan,Omron
1488,Norway,Adevinta
1489,Italy,Prysmian Group
1490,Japan,West Japan Railway
1491,USA,Bruker
1492,Japan,ANA Holdings
1493,Germany,Evonik Industries
1494,UK,Halma
1495,Turkey,ENKA
1496,Ireland,Allegion
1497,UK,Liberty Global
1498,Turkey,KoÃ§ Holding
1499,Malaysia,(HLBank) Hong Leong Bank
1500,India,InterGlobe Aviation
1501,Australia,Northern Star
1502,USA,Twilio
1503,USA,Lattice Semiconductor
1504,France,Eiffage
1505,Japan,Asahi Kasei
1506,Australia,Computershare
1507,USA,Wolfspeed
1508,USA,Repligen
1509,Jersey,Novocure
1510,Ireland,Jazz Pharmaceuticals
1511,Japan,Kikkoman
1512,Israel,Israel Chemicals
1513,Denmark,Chr. Hansen
1514,USA,Ares Capital
1515,USA,Reinsurance Group of America
1516,USA,East West Bancorp
1517,China,Tingyi (master kang)
1518,Norway,Gjensidige Forsikring
1519,USA,AutoNation
1520,Spain,Red ElÃ©ctrica
1521,South Africa,AngloGold Ashanti
1522,Belgium,Umicore
1523,Hong Kong,Hong Kong Telecom
1524,USA,Alcoa
1525,India,Varun Beverages
1526,China,China Oilfield Services
1527,UK,Sage Group
1528,USA,WillScot
1529,Hong Kong,ESR
1530,USA,Zendesk
1531,China,AMEC
1532,France,RÃ©my Cointreau
1533,Australia,Cochlear
1534,USA,Plug Power
1535,USA,Legend Biotech
1536,USA,Westrock
1537,China,Vipshop
1538,Sweden,Svenska Cellulosa Aktiebolaget (SCA)
1539,Finland,Kesko
1540,France,Ipsen
1541,Germany,HELLA
1542,Australia,Ampol
1543,USA,A. O. Smith
1544,UAE,Al Dar Properties
1545,Singapore,Keppel
1546,Taiwan,Quanta Computer
1547,USA,CubeSmart
1548,Hong Kong,Lenovo
1549,Thailand,Central Pattana
1550,Taiwan,President Chain Store (PSCS)
1551,Taiwan,Yuanta Financial Holding
1552,Canada,TFI International
1553,USA,Black Knight
1554,Brazil,JBS
1555,USA,Performance Food Group
1556,Brazil,XP Inc.
1557,India,Bharat Petroleum
1558,Spain,International Consolidated Airlines
1559,Ireland,James Hardie Industries
1560,USA,BJ's Wholesale Club
1561,Japan,NEC Corp
1562,UK,Schroders
1563,Australia,ASX
1564,USA,Cognex
1565,UAE,Abu Dhabi Islamic Bank (ADIB)
1566,India,Bharat Electronics
1567,Australia,Origin Energy
1568,Finland,Metso Outotec (Mo Group)
1569,Japan,Toray Industries
1570,USA,Lincoln Electric
1571,USA,Jefferies Financial Group
1572,USA,NOV
1573,Thailand,Bangkok Bank
1574,UAE,Fertiglobe
1575,Singapore,Genting Singapore
1576,Belgium,Sofina
1577,Switzerland,VAT Group
1578,USA,Hasbro
1579,Turkey,Ford Otosan
1580,Switzerland,SIG Combibloc
1581,India,Adani Wilmar
1582,India,Havells India
1583,USA,Regal Rexnord
1584,USA,STORE Capital
1585,Japan,Yaskawa
1586,Netherlands,IMCD
1587,Taiwan,Largan Precision
1588,China,Spring Airlines
1589,USA,Penumbra
1590,Finland,Elisa
1591,Norway,Mowi
1592,India,SBI Card
1593,USA,Floor & Decor
1594,UK,Mondi
1595,USA,Comerica
1596,USA,Lennox
1597,Netherlands,Yandex
1598,Italy,Recordati
1599,USA,Advance Auto Parts
1600,New Zealand,Fisher & Paykel Healthcare
1601,Israel,Mizrahi-Tefahot
1602,USA,ADT
1603,USA,Federal Realty Investment Trust
1604,Taiwan,Taiwan Mobile
1605,USA,Antero Resources
1606,USA,Vistra
1607,Japan,SG Holdings
1608,S. Korea,LG Household & Health Care
1609,USA,Huntington Ingalls Industries
1610,Taiwan,Advantech
1611,India,Dr. Reddy's
1612,Japan,Mitsui O.S.K. Lines
1613,USA,Knight-Swift
1614,Switzerland,Logitech
1615,USA,F5 Networks
1616,Switzerland,Coca-Cola HBC
1617,Sweden,Sagax
1618,China,China Zheshang Bank
1619,USA,Catalent
1620,China,New Hope Liuhe
1621,USA,Invesco
1622,USA,Cullen/Frost Bankers
1623,Canada,OpenText
1624,S. Korea,Samsung Electro-Mechanics
1625,Japan,Sumitomo Denki KÅgyÅ
1626,Italy,Mediobanca
1627,France,Getlink
1628,USA,Commerce Bancshares
1629,Singapore,Ascendas Reit
1630,Japan,Isuzu
1631,USA,DCP Midstream
1632,Bermuda,Genpact
1633,USA,Life Storage
1634,Japan,Japan Airlines
1635,France,Gecina
1636,UAE,Abu Dhabi Ports
1637,Mexico,Grupo Aeroportuario del PacÃ­fico
1638,S. Korea,SK Group
1639,South Africa,Sibanye-Stillwater
1640,Mexico,Fresnillo
1641,Bermuda,RenaissanceRe
1642,USA,Owens Corning
1643,Japan,Nitto Denko
1644,Netherlands,Euronext
1645,S. Korea,KT&G (Korea Tobacco)
1646,Germany,Covestro
1647,Taiwan,Taiwan Cement
1648,UK,United Utilities
1649,Japan,T&D Holdings
1650,New Zealand,Meridian Energy
1651,Kazakhstan,Kazatomprom
1652,Mexico,Becle
1653,France,Unibail-Rodamco-Westfield
1654,China,XPeng
1655,UK,Intertek
1656,USA,Williams-Sonoma
1657,India,Tata Consumer Products
1658,USA,UGI Corporation
1659,Sweden,Lifco
1660,USA,Pinnacle West Capital
1661,Germany,Traton
1662,Mexico,Banco Santander MÃ©xico
1663,S. Korea,Doosan Enerbility
1664,USA,National Retail Properties
1665,Hong Kong,Hang Lung Properties
1666,USA,Penske Automotive
1667,S. Korea,HMM
1668,India,ICICI Prulife
1669,USA,Signify Health
1670,USA,Royal Gold
1671,S. Korea,Korea Zinc
1672,USA,Plains All American Pipeline
1673,USA,Robert Half
1674,USA,Jones Lang LaSalle
1675,USA,Americold
1676,USA,Whirlpool
1677,Germany,TelefÃ³nica Deutschland (O2)
1678,Japan,KEPCO
1679,USA,Celsius Holdings
1680,Canada,Choice Properties REIT
1681,USA,Churchill Downs
1682,Israel,Azrieli Group
1683,USA,US Foods
1684,Turkey,QNB Finansbank
1685,USA,Casey's General Stores
1686,Hong Kong,Want Want China
1687,USA,SEI Investments
1688,USA,Dropbox
1689,Hungary,OTP Bank
1690,Hong Kong,Wharf Holdings
1691,USA,Webster Financial
1692,Japan,Oracle Corp Japan
1693,Japan,Dentsu
1694,Japan,TÅkyÅ Gas
1695,Japan,Shimadzu
1696,UK,St. James's Place
1697,UK,Pentair
1698,Australia,Qantas Airways
1699,Singapore,Jardine Cycle & Carriage
1700,Sweden,Indutrade
1701,Australia,Insurance Australia Group
1702,China,China Gas
1703,USA,Switch
1704,UK,Capri Holdings
1705,UK,Admiral Group
1706,USA,Masimo
1707,USA,Unum
1708,Poland,Dino Polska
1709,France,FranÃ§aise des Jeux
1710,Spain,Grupo ACS
1711,USA,Agilon Health
1712,UK,Pearson
1713,USA,Organon
1714,USA,Lear Corporation
1715,India,Tata Power
1716,USA,Middleby
1717,Mexico,Grupo Aeroportuario del Sureste
1718,Singapore,ST Engineering
1719,USA,New Fortress Energy
1720,S. Korea,SK Telecom
1721,USA,Coty
1722,USA,Ally
1723,Switzerland,Banque Cantonale Vaudoise
1724,Hong Kong,WH Group
1725,UAE,Ooredoo
1726,China,Sinopharm
1727,Indonesia,Indofood CBP
1728,USA,Pure Storage
1729,USA,OGE Energy
1730,India,Punjab National Bank
1731,Canada,CCL Industries
1732,India,Bajaj Holdings & Investment
1733,Mexico,Megacable Holdings
1734,France,Accor
1735,India,SRF Limited
1736,S. Korea,S-OIL
1737,India,Marico
1738,USA,Fortune Brands Home & Security
1739,USA,Avis Budget Group
1740,Japan,Hamamatsu
1741,Sweden,SKF (Svenska Kullagerfabriken)
1742,USA,Sealed Air
1743,UK,Ocado
1744,Japan,Nissin Foods
1745,USA,Tetra Tech
1746,USA,Healthcare Realty
1747,South Africa,Shoprite
1748,USA,Dentsply Sirona
1749,USA,Pershing Square Holdings
1750,Turkey,TÃ¼rkiye Petrol Rafinerileri
1751,New Zealand,Xero
1752,New Zealand,Auckland Airport
1753,India,GAIL
1754,USA,Ralph Lauren
1755,USA,Acadia Healthcare
1756,S. Korea,NCsoft
1757,Malaysia,PetGas (Petronas Gas)
1758,USA,Robinhood
1759,Spain,Grifols
1760,Germany,GEA Group
1761,USA,Crocs
1762,Brazil,RaiaDrogasil
1763,Japan,Yamaha Motor
1764,Italy,DiaSorin
1765,USA,Olin
1766,USA,Iridium Communications
1767,Italy,Edison
1768,Canada,ARC Resources
1769,Argentina,YPF (Yacimientos PetrolÃ­feros Fiscales)
1770,UAE,Americana Restaurants International
1771,USA,WEX
1772,Taiwan,Sinopac Financial Holdings
1773,Japan,Rakuten
1774,USA,Dish Network
1775,USA,Zions Bancorporation
1776,USA,Medical Properties Trust
1777,USA,MasTec
1778,Germany,Rational AG
1779,Poland,Allegro.eu
1780,Finland,Orion Corporation
1781,UK,Phoenix Group
1782,Japan,AGC
1783,USA,Manhattan Associates
1784,USA,UiPath
1785,Israel,Elbit Systems
1786,Canada,Canadian Utilities
1787,Japan,Japan Exchange Group
1788,S. Arabia,Kingdom Holding
1789,UK,Melrose Industries
1790,S. Korea,Kakao Pay
1791,USA,Amkor Technology
1792,India,Apollo Hospitals
1793,S. Arabia,Arabian Internet and Communications Services
1794,S. Korea,Woori Financial Group
1795,USA,Ciena
1796,Chile,Banco Santander-Chile
1797,USA,Hess Midstream
1798,India,ICICI Lombard
1799,Japan,Chubu Electric Power
1800,USA,Mohawk Industries
1801,China,Genscript Biotech
1802,France,Arkema
1803,China,Fosun
1804,USA,Donaldson
1805,USA,Concentrix
1806,Malaysia,MISC Berhad
1807,USA,Berry Global
1808,Taiwan,Shanghai Commercial and Savings Bank
1809,USA,Planet Fitness
1810,India,ABB India
1811,India,Indian Overseas Bank
1812,USA,Symbotic
1813,UK,Whitbread
1814,Japan,Tokyu
1815,Luxembourg,RTL Group
1816,USA,Signature Bank
1817,USA,AptarGroup
1818,USA,Globus Medical
1819,USA,Old Republic International
1820,Japan,Monotaro
1821,USA,Inspire Medical Systems
1822,Japan,Rohm
1823,India,Jindal Steel & Power
1824,Japan,Mitsubishi Chemical Holdings
1825,USA,Chemed
1826,Hong Kong,New World Development Company
1827,Japan,Nippon Building Fund
1828,Norway,Orkla
1829,Switzerland,BKW AG
1830,Turkey,Erdemir
1831,India,United Spirits
1832,USA,Advanced Drainage Systems
