country,employees,founded,industry,link,name,revenue
Japan,5,2014,Property,http://www.platinumbit.co.jp/,Platinum Bit Corporation,12.24
New Zealand,84,2007,Technology,https://rush.co.nz/,Rush,8.54
India,4398,1994,Financial Services,https://www.fusionmicrofinance.com/,Fusion Microfinance,102.29
France,5,2010,Property,https://meilleursbiens.com/,MeilleursBiens.com,"3,864,176"
France,111,2011,Energy,https://amarenco.fr,Amarenco,"40,101,000"
France,8,2005,Construction,https://www.maisonsfidea.fr,Maisons Fidéa,3.7
United Kingdom,40,2015,Education,https://uk.mrswordsmith.com/,Mrs Wordsmith,1.99
Spain,7,2008,Energy,https://www.nexolub.es/,Nexolub,77.76
Singapore,406,2003,Fintech,https://2c2p.com/,2C2P,122.44
Japan,9,2010,Food & Beverage,https://bubblestar.jp/,Bubblestar,15.64
Australia,25,2006,Management Consulting,https://www.everydaymassive.com/,Everyday Massive,3.67
Philippines,2000,2002,Food & Beverage,https://fruitasholdings.com/,Fruitas Holdings,38.43
Australia,31,2010,Technology,https://kmtech.com.au/,KMT Group,4.61
Japan,22,2011,Property,http://www.probank-inc.com/,Probank,8.74
UK,36,2011,Financial Services,https://www.fasanara.com/home,Fasanara Capital,"11,527,860"
Germany,45,2015,Technology,https://parcellab.com,ParcelLab,"2,770,000"
Ireland,70,2014,Pharmaceuticals,https://www.longboat.com,Longboat Clinical,"5,821,129"
Finland,42,2012,Technology,https://www.lamia.fi,Lamia,4.2
France,3,2011,Pharmaceuticals,http://groupe-innovi.fr/,INNOVI Recherche,1.89
Japan,30,2012,Personal & Household Goods,http://www.gjapan.co.jp/,GLOBAL JAPAN,12.87
Australia,200,2013,Education,https://curio.co/,Curio,6.39
Singapore,35,2006,Health,https://inex.sg/,INEX Innovate,5.28
Japan,19,2015,Construction,https://www.rexceed-kt.co.jp/,Rexceed,5.91
New Zealand,459,2011,Technology,https://pushpay.com/,Pushpay,127.47
Cyprus,122,2015,Technology,https://ntechlab.com/,NtechLab,"8,730,000"
Italy,5,2016,Personal & Household Goods,https://www.babylinoshop.com/,Babylino Sensitive,"2,851,840"
UK,42,2015,Technology,https://www.chattermill.com,Chattermill Analytics,"1,716,107"
United Kingdom,10,2011,Ecommerce,https://www.missoma.com,Missoma,7.0
Sweden,22,2011,Technology,https://www.parkster.com/se/,Parkster,32.15
Italy,70,2015,Technology,https://www.bendingspoons.com/,Bending Spoons,31.98
India,167,2013,Technology,https://www.webskitters.com/,Webskitters,1.35
Japan,10,2007,Technology,http://www.ayonix.com/,ayonix,1.09
Japan,8,2015,Technology,https://www.fugu-innovation.com/,FUGU INNOVATIONS JAPAN,14.22
Japan,155,2002,Retail,https://www.kitanotatsujin.com/,Kitanotatsujin,92.78
Japan,1,2014,Industrial Goods,http://www.flangedirect.jp/,Japan Flange Direct,2.47
India,864,2011,Energy,https://renewpower.in/,ReNew Power,68.75
The Netherlands,54,2012,Technology,https://fastnedcharging.com/nl,Fastned,"6,890,000"
Portugal,6,2009,Health,https://www.oxray.co/,Oxray,"5,465,756"
Spain,87,2008,Energy,https://www.idenergias.com,I+D Energías,"35,207,328"
United Kingdom,56,2013,Advertising,https://www.transmissionagency.com,Transmission,12.5
United Kingdom,159,2014,Fintech,https://complyadvantage.com/,ComplyAdvantage,6.78
Spain,185,2001,Advertising,https://www.makingscience.com/,MAKING SCIENCE,18.80
South Korea,327,2009,Property,https://brand.rsquare.co.kr/,RSQUARE,54.64
Japan,69,2015,Technology,https://relic.co.jp/,ReLic,10.40
Japan,175,2007,Ecommerce,https://itsumo365.co.jp/,itsumo,82.39
Australia,18,2016,Sales & Marketing,https://www.sinorbis.com/,Sinorbis,1.10
Japan,20,2015,Technology,https://www.unerry.co.jp/,unerry,5.31
Japan,21,2012,Management Consulting,http://pilotton.jp/,PILOTTON,24.57
Germany,4,2017,Property,https://www.zega-invest.de/,ZEGA Invest,"3,785,340"
Hungary,7,2016,Technology,https://www.abylon.hu/,Abylon Consulting,"1,721,315"
Italy,128,2015,Technology,https://bendingspoons.com,Bending Spoons,"74,989,531"
Germany,80,2014,Support Services,https://www.loewentank.de,Löwentank*,7.1
Italy,22,2015,Energy,http://www.societagestionilavori.it/,Società Gestioni Lavori,4.19
United Kingdom,34,2012,Personal & Household Goods,https://ooni.com/,Ooni,11.29
Japan,55,2008,Fashion,http://gro-w.jp/,Grow,42.45
South Korea,64,2010,Beauty,http://www.wishcompany.net/,Wishcompany Inc.,43.53
Japan,90,2014,Advertising,https://www.w-endless.co.jp/,W-ENDLESS,15.89
Malaysia,19,2015,Technology,http://www.originistudios.com/,Origin Integrated Studios,1.15
Australia,185,2005,Ecommerce,https://www.newaim.com.au/,New Aim,205.97
India,382,2012,Management Consulting,https://www.tigeranalytics.com/,Tiger Analytics,11.64
Norway,77,2005,Ecommerce,https://www.milrab.no/,Milrab,"79,302,201"
Belgium,55,2015,Technology,https://urbantz.com/,Urbantz,"3,031,099"
Italy,27,2014,Construction,http://www.saturnoappalti.com/,Saturno Appalti,"3,993,782"
France,24,2009,Support Services,https://www.ecoco2.com,Eco CO2,2.0
United Kingdom,121,2013,Ecommerce,https://intouchnetworks.com,In Touch Networks,4.0
Italy,16,2004,Technology,https://www.ubiquicom.com/,Ubiquicom,2.94
Taiwan,Not found,1980,Property,http://www.sunbrothers.com.tw/,Sun Brothers Development,59.33
India,78,2014,Technology,https://cloudkaptan.com/,CloudKaptan,4.50
New Zealand,94,2012,Technology,https://mega.io/,MEGA The Privacy Company,21.19
Japan,14,2005,Technology,https://www.amplus.jp/,AMPLUS,5.71
Australia,72,1994,Technology,https://www.theavagroup.com/,Ava Group,34.29
UK,32,2017,Construction,https://www.tricas.co.uk/,Tricas Construction,"15,880,745"
UK,9,2016,Management Consulting,https://www.bettergov.co.uk,Bettergov,"3,654,520"
Italy,6,2003,Support Services,http://www.dadif.com/,Da.Dif. Consulting,1.8
United Kingdom,194,2013,Restaurants,https://flightclubdarts.com/,Flight Club Darts,11.25
Slovenia,7,2014,Food & Beverage,https://www.narayan.si/,Narajan,2.85
India,124,2015,Transport,https://www.glaucuslogistics.com/,Glaucus,4.31
Japan,33,2010,Technology,https://i-globalsociety.com/,Inst. Global Society,4.82
Japan,539,2001,Pharmaceuticals,https://www.gnipharma.com/,GNI Group,91.54
Singapore,34,2014,Interiors,https://www.tcb.com.sg/,AJ2 Holdings,3.92
New Zealand,47,2013,Food & Beverage,https://readytoeat.co.nz/,Ready to Eat,2.51
Singapore,40,2014,Technology,https://mirxes.com/,MiRXES,2.63
Italy,10,2017,Technology,https://florence-one.it/,Florence One,"1,629,099"
Finland,16,2012,Fintech,https://www.lvsbrokers.com,LVS Brokers,"12,470,754"
Austria,88,2011,Cyber Security,https://www.radarservices.com,Radarservices,6.3
France,25,2013,Property,https://www.studapart.com/,Studapart,1.65
France,11,2012,Fintech,https://www.tylia.fr/,Tylia Invest,1.51
Japan,25,2013,Property,https://niigata-tochitate.jp/,NIIGATA TOCHI TATEMONO HANBAISENTA,14.00
Thailand,77,2015,Advertising,https://www.primal.co.th/,Primal,6.99
India,"1,115",2015,Health,https://www.healthians.com/,Healthians,9.05
Japan,4800,2005,Technology,https://www.shiftinc.jp/,SHIFT,179.53
Japan,38,2013,Management Consulting,https://www.japan-project-solutions.com/,Japan Project Solutions,4.83
Australia,92,2013,Energy,https://www.onestopwarehouse.com.au/,One Stop Warehouse,380.27
Germany,35,2014,Retail,https://www.ergotopia.de/,Ergotopia,"7,664,825"
Hungary,17,2011,Chemicals & Pharmaceuticals,https://mcule.com/,Mcule.com Kft.,"2,683,264"
UK,62,2015,Fintech,https://www.divido.com,Divido Financial Services,"2,925,893"
Poland,143,2011,Transport,http://www.enpire.pl,ENPIRE,12.7
Spain,38,2010,Management Consulting,https://www.tetrace.com,Tetra Consulting & Engineering,2.3
Italy,6,2013,Energy,https://www.enesco.it/,Enesco,5.40
Australia,18,2014,Technology,https://trackem.com.au/,Trackem Pty Ltd,2.08
Japan,38,2009,Advertising,https://titan-art.com/,Titan Art,5.88
Australia,11,2015,Technology,https://snooper-app.com/,Snooper,1.15
Australia,15,2014,Education,https://nexacu.com.au/,Nexacu,3.22
India,201,1995,Financial Services,http://www.ariscapital.in/,Aris Capital,2.93
Japan,25,2005,Financial Services,https://www.realizecorp.co.jp/,Realize Group,118.63
Italy,18,2014,Technology,https://www.filotrack.com/,Filo,"10,049,610"
Italy,11,2014,Property,https://www.homepal.it/,Homepal,"1,603,990"
Italy,42,2011,Construction,https://www.spcservice.it,S.P.C. General Service,"4,737,550"
Poland,16,2013,Advertising,https://www.salelifter.com,Salelifter,2.4
Germany,20,2011,Insurance,https://www.conceptif.de/,ConceptIF Pro,7.07
Singapore,80,2017,Health,https://www.livingstonehealth.com.sg/,Livingstone Health,14.55
Singapore,218,2015,Media,file:///Users/chris.campbell/Downloads/NA,Tiger Media,46.67
India,275,1981,Financial Services,https://mahaveerfinance.com/,Mahaveer Finance,7.18
Singapore,200,2011,Media,https://www.gushcloud.com/,Gushcloud,17.49
Germany,310,2014,Technology,https://staffbase.com/de/,Staffbase,"26,894,501"
France,4,2016,Construction,https://www.ilonmateriel.com/,ILON MATERIEL,"2,512,300"
Germany,19,2016,Technology,https://aixemtec.com,AIXEMTEC*,"1,665,958"
Netherlands,4,2013,Travel & Leisure,https://www.reiskundig.nl,reiskundig.nl,3.0
Spain,682,2013,Retail,https://lacasadelascarcasas.es/,Carcamovil,29.73
Estonia,5,2007,Technology,http://sparta-it.eu/,Tingopol,2.48
Australia,300,2006,Ecommerce,https://shareholders.redbubble.com/,Redbubble,452.36
Japan,3,2015,Fashion,https://via.sangacio.com/,SANGACIO JAPAN,3.87
India,151,2012,Fashion,http://www.starstalliongroup.com/,Star Stallion,6.28
Japan,123,2010,Advertising,https://wantedlyinc.com/ja,Wantedly,26.86
Japan,170,1964,Construction,https://www.fbit.co.jp/,Fbit communications,290.96
Indonesia,180,2004,Fintech,http://www.ptdvn.com/,DIVA,250.93
Ireland,25,2014,Personal & Household Goods,https://www.biomarine.ie/,Bio-marine,"1,612,837"
France,18,2016,Construction,https://www.isodeco.org/,ISODECO,"2,906,133"
UK,222,1997,Management Consulting,https://www.researchpartnership.com,The Research Partnership,"47,719,777"
Germany,1100,2014,Support Services,https://www.personalhaus-bi.de,Personalhaus Bielefeld,19.1
Spain,35,2012,Advertising,https://samyroad.com/,Samy Road,6.58
India,75,1985,Aerospace & Defence,https://www.sikaglobal.com/,Sika Interplant Systems,11.10
India,35,2004,Chemicals,https://www.kentchem.com/,Kenergie,226.37
Japan,"4,800",2005,Technology,https://www.shiftinc.jp/,SHIFT,268.91
India,125,2011,Technology,https://webengage.com/,WebEngage,5.41
Japan,9,2011,Construction,http://ecolifejp.co.jp/hp/top.html,Eco Life Japan,5.13
Japan,137,2014,Ecommerce,http://corporate.zenmarket.jp/,ZenMarket,36.79
Italy,42,2010,Support Services,https://www.treedom.net/,Treedom,"6,709,720"
Germany,20,2016,Retail,https://www.fenstermaxx24.com/,Fenstermaxx24,"8,466,121"
UK,55,2008,Technology,https://www.omnisend.com,Omnisend,"3,929,767"
United Kingdom,60,2013,Technology,https://www.winnowsolutions.com,Winnow Holdings,2.8
Spain,31,2012,Construction,https://www.elitedisenos.es/,Grupo Grl (Élite Diseños),8.40
Australia,60,2016,Property,https://archistar.ai/,Archistar,1.59
Malaysia,15,2007,Retail,https://pcs.xcel.my/,Xcel Petroleum,31.40
Singapore,50,2015,Automobiles,https://www.motorist.sg/,Motorist,2.28
Japan,81,2005,Technology,https://www.ricksoft.jp/,Ricksoft,27.99
New Zealand,36,2014,Insurance,https://deltainsurance.co.nz/,Delta Insurance,10.08
Australia,126,2008,Advertising,https://apparent.com.au/,Apparent Communications,13.50
Germany,31,2017,Construction,https://www.pohl-soehne-gmbh.de/,Pohl & Söhne Gerüstbau,"2,124,763"
France,13,2013,Media,https://ysocorp.com/,YSO CORP,"6,689,503"
Italy,38,2015,Travel & Leisure,https://www.bizaway.com,Bizaway,"3,304,686"
Germany,4,2014,Ecommerce,https://www.merkkur.de,Merkkur*,6.2
United Kingdom,57,2014,Support Services,https://www.gap-group.co.uk/,GAP Vehicle Hire,23.62
Singapore,474,2011,Support Services,https://nrt.com.sg/,NRT Trading & Engineering,9.02
India,"1,125",1996,Fintech,https://www.kinaracapital.com/,Kinara Capital,31.41
Thailand,9,2014,Construction,https://www.facebook.com/ATPromptGroup,AT Prompt Supply,3.00
Singapore,450,2012,Technology,https://www.sirionlabs.com/,SirionLabs,11.29
India,140,2005,Pharmaceuticals,https://spcls.co.in/,SPC Lifesciences,16.96
Japan,57,2012,Property,https://loadstarcapital.com/,Loadstar Capital,138.94
Italy,10,2017,Beauty,https://gyadacosmetics.com/,Gyada Cosmetics,"1,830,610"
UK,190,2014,Technology,https://www.privitar.com/,Privitar,"9,923,965"
UK,18,2013,Fintech,https://www.autoservicefinance.com,Bumper,"1,615,104"
United Kingdom,90,2012,Travel & Leisure,https://www.festicket.com,Festicket,42.0
United Kingdom,105,2012,Technology,https://www.otainsight.com/,OTA Insight,11.63
Germany,22,2015,Industrial Goods,https://www.priomold.de/,priomold,3.10
Japan,35,2013,Telecoms,https://inet-osaka.jp/,i-net.creation,1.82
Japan,8,2005,Construction,https://www.big-advance.site/s/197/1272/company,Trust Industry,4.78
India,835,2008,Technology,https://www.zifornd.com/,Zifo RnD Solutions,44.86
Malaysia,539,1991,Technology,https://www.pentamaster.com.my/,Pentamaster,119.83
India,2442,2014,Property,https://www.squareyards.com/,Square Yards,42.35
India,98,1995,Industrial Goods,http://www.highvolt.in/,High Volt Electrical,19.37
UK,25,2015,Technology,https://delineate.ai/,Delineate,"3,332,661"
Italy,12,2003,Technology,https://www.aliasgroup.it,Alias Group,"3,566,734"
United Kingdom,15,2014,Technology,https://www.nurole.com,Nurole,1.5
United Kingdom,18,2014,Technology,https://www.nurole.com/,Nurole,1.91
United Kingdom,5,2013,Food & Beverage,https://cruwineinvestment.com/,Cru Wine,3.45
Australia,20,2016,Sales & Marketing,https://www.sinorbis.com/,Sinorbis,1.47
India,250,2013,Health,https://venugramhospitals.com/,Venugram Hospital,3.45
India,96,2014,Technology,https://www.vidooly.com/,Vidooly,1.89
India,949,2012,Waste management & recycling,https://www.bankabio.com/,Banka BioLoo,6.80
Japan,99,2005,Property,https://www.goodcomasset.co.jp/,Good Com Asset,214.87
Hong Kong,16,2014,Transport,https://hktaxiapp.com/,HKTaxi App,6.59
Poland,563,2016,Technology,https://spyro-soft.com/,Spyrosoft,"24,721,755"
France,25,2016,Technology,https://livestorm.co,Livestorm,"1,600,000"
Italy,36,2014,Support Services,Not found,Cooperativa Sociale Integra,2.6
Germany,142,2012,Sales & Marketing,https://www.innovamaxx.de/,InnovaMaxx,37.51
Spain,69,2013,Technology,https://www.signaturit.com/,Signaturit Solutions,1.77
Japan,195,2014,Ecommerce,https://corporate.zenmarket.jp/,Zenmarket,67.32
India,176,2012,Technology,https://www.zemosolabs.com/,Zemoso,6.20
Australia,150,2016,Management Consulting,https://mtpservices.com.au/,MTP Services,31.12
Japan,136,2004,Health,https://medpeer.co.jp/,MedPeer,27.99
Taiwan,70,2002,Technology,http://www.i-part.com.tw/,Sunfun Info,33.53
Singapore,8,2009,Fashion,https://bluconnection.com/,Bluconnection,38.02
Slovakia,37,2014,Waste management & recycling,http://www.bioenergy.sk/,Bio Energy Solutions,"16,006,537"
Italy,51,2015,Management Consulting,https://www.increso.it/,Increso,"3,230,000"
UK,11,2013,Fashion,https://lestrangelondon.com,L'Estrange London,"2,432,329"
France,12,2009,Media,https://www.youlovewords.com,YouLoveWords,1.6
Germany,6,2009,Construction,https://www.pundw-baumaschinen.de/,P & W Bau,2.01
Japan,33,2015,Technology,https://aicross.co.jp/,AI Cross,17.87
Japan,529,1960,Technology,https://www.lasertec.co.jp/,Lasertec,657.91
Australia,350,2016,Education,https://tutor2you.com.au/,Tutor2you,1.88
Australia,11,2014,Industrial Goods,http://korglass.com.au/,KOR Glass and Aluminium,2.15
India,902,2000,Technology,https://www.course5i.com/,Course5 Intelligence,36.66
Italy,46,2016,Transport,https://gruppolsg.it/,LSG - Logistic & Service Group,"8,873,180"
Sweden,125,2015,Construction,https://www.energihem.com/,Energihem,"28,004,684"
Slovakia,4,2009,Technology,https://itrinity.com,itrinity,"3,371,670"
Spain,534,2012,Fintech,https://idfinance.com,ID Finance Investments,87.0
United Kingdom,23,2006,Ecommerce,https://totaltiles.co.uk/,Total Tiles,6.03
Australia,122,2014,Fintech,https://www.plenti.com.au/,Plenti,36.56
Australia,19,2013,Technology,https://www.livewiremarkets.com/,Livewire Markets,2.27
India,73,2008,Energy,https://kpigil.com/,Solarism,13.97
Australia,37,2015,Financial Services,https://www.dexterousgroup.com.au/,Dexterous Group,1.12
India,67,2015,Energy,https://oriano.com/,Oriano Clean Energy,22.66
Singapore,8,2003,Industrial Goods,https://www.vita-commodities.com/,Vita Group,11.03
UK,164,2012,Technology,https://www.amity.co/,Amity,"5,743,440"
Germany,43,2014,Retail,https://www.goyago.com/,Goyago,"3,729,920"
Hungary,19,2011,Chemicals,https://mcule.com,Mcule.com,"1,798,051"
United Kingdom,20,2008,Automobiles,https://www.chevaliertechnologies.com,Chevalier Technologies,10.3
Italy,12,2015,Industrial Goods,http://www.epaperitalia.it/,Epaper*,8.26
Czech Republic,2800,2012,Travel & Leisure,https://www.kiwi.com/,Kiwi.com,"1,079.10"
Taiwan,213,1975,Industrial Goods,https://www.tmcnet.com.tw/,Taiwan Mask,157.75
Japan,126,2010,Technology,https://supportas.co.jp/,Supportas,10.84
Japan,53,2014,Education,https://reabroad.co.jp/,Reabroad,6.35
Singapore,120,2004,Construction,http://ksemarine.com/,KSE Marine Works,18.11
Taiwan,1150,1980,Health,https://www.tci-bio.com/,TCI,309.31
Hong Kong,95,2014,Fintech,https://www.privetechnologies.com/,Privé Technologies,5.80
France,140,2016,Support Services,https://www.regie-portage.fr/,LA REGIE DE PORTAGE SALARIAL,"7,638,731"
Estonia,30,2015,Ecommerce,https://elogic.co,Elogicus,"1,619,349"
Germany,9,2015,Retail,https://www.feiniko.de,Feiniko Handelsgesellschaft mbH,"30,300,000"
Germany,20,2008,Property,https://www.koenigskinder.de,Königskinder Immobilien,4.5
Croatia,125,2012,Fintech,https://oradian.com/,Oradian,2.20
Japan,21,2014,Sales & Marketing,https://www.live-inc.co.jp/,LIVE,4.02
Malaysia,34,2011,Technology,https://innov8tif.com/,Innov8tif,2.04
Japan,10,2010,Law,http://ainslab.com/,AINS-LAB,14.09
Japan,168,1997,Food & Beverage,https://www.pharmafoods.co.jp/en,Pharma Foods International,96.82
Philippines,289,1962,Insurance,https://mercantile.ph/,Mercantile Insurance,31.08
Australia,384,2002,Technology,https://elmosoftware.com.au/,ELMO Software,37.21
Denmark,15,2007,Energy,https://dallenergy.com/en_gb/,Dall Energy,"6,013,000"
UK,50,2015,Fintech,https://novicap.com,Novicap,"3,153,809"
France,9,2013,Restaurants,https://www.ideria-france.com,Ideria,2.9
France,10,2011,Food & Beverage,https://www.egarri.com/,Egarri,9.50
Germany,331,2009,Automobiles,https://www.govecsgroup.com/,GOVECS,31.48
Japan,33,2010,Advertising,https://www.ureru.co.jp/,Ureru Net Advertising,25.94
Japan,45,2014,Retail,https://hiiizl.co.jp/,HiiizL,3.63
Singapore,27,2012,Technology,https://www.ahrefs.com/,Ahrefs,65.50
Malaysia,98,1998,Technology,https://www.mxm.com.my/,MediSavers,14.98
Australia,56,2013,Fintech,https://www.moneyme.com.au/,MoneyMe,35.44
Germany,44,2014,Technology,https://www.appinio.com/,Appinio,"3,597,000"
Italy,33,2015,Food & Beverage,https://www.pinsami.it/,Pinsami,"4,892,000"
Italy,5,2016,Industrial Goods,https://www.manitech.it,Manitech,"3,263,058"
Germany,4000,2011,Ecommerce,https://www.hellofresh.de,Hellofresh,904.9
Italy,99,2014,Travel & Leisure,https://www.stayingroup.com/,Stayincortina,6.39
Germany,27,2013,Media,https://www.druck-media-service.com/,DMS,21.00
Japan,50,2008,Technology,https://webedge.jp/,WEBEDGE,5.06
Vietnam,312,2005,Technology,https://www.orientsoftware.com/,Orient Software,6.62
Japan,487,2012,Support Services,https://www.cocorport.co.jp/,Cocorport,31.14
Japan,114,2010,Property,https://fantas-tech.co.jp/,FANTAS technology,148.82
Japan,50,2006,Technology,https://corp.logly.co.jp/,LOGLY,24.89
India,57,2014,Travel & Leisure,https://jetsetgo.in/,JetSetGo,20.62
France,1,2013,Retail,https://www.aer-trading.com/,AER TRADING,"17,575,388"
Ireland,43,2015,Food & Beverage,https://eastcoastbakehouse.com,East Coast Bakehouse,"3,801,000"
Germany,14,2012,Retail,https://www.cityshopwest.de,City Shop West Kiosk,3.4
Poland,250,2015,Support Services,https://www.wecandohr.com/,We Can Do HR,6.92
Japan,25,2012,Management Consulting,https://keiei-support-plus-a.com/,Keiei Support Plus,2.22
Japan,44,2013,Management Consulting,https://www.japan-project-solutions.com/,Japan Project Solutions,5.92
Japan,25,1972,Architecture,https://www.arrch.net/,ARRCH,7.37
Japan,6,2011,Architecture,https://www.amagiya.co.jp/,Amagiya,2.43
Hong Kong,11,2013,Sales & Marketing,https://www.new-narrative.com/,New Narrative,1.74
Malaysia,103,2014,Retail,https://olivehouse.my/,OHR Marketing (Olive House),6.32
France,4,2014,Support Services,https://www.valumen.com/,VALUMEN,"2,196,424"
Italy,52,2016,Transport,https://messina-autotrasporti.it,Messina Autotrasporti,"3,133,067"
Italy,3,2013,Retail,https://www.dsglass.it,Ds Glass ,5.4
Germany,153,2010,Advertising,https://www.dcmn.com,DCMN,57.0
France,4,2012,Automobiles,http://www.universautos.com/,Univers Auto,11.65
United Kingdom,8,2013,Fintech,https://crossflowpayments.co.uk/,Crossflow Payments ,2.89
India,4,2015,Chemicals,file:///Users/chris.campbell/Downloads/NA,Relic Chemicals,2.29
Japan,8,2015,Sales & Marketing,https://worldutility.net/,WorldUtility,1.31
Taiwan,30,2005,Pharmaceuticals,http://www.innopharmax.com/,InnoPharmax,4.63
India,590,2008,Technology,https://www.zifornd.com/,Zifo RnD Solutions,28.67
Malaysia,59,2011,Technology,http://www.abhidisolution.com/,Abhidi Solution,2.01
Malaysia,15,2007,Energy,https://pcs.xcel.my/,Xcel Petroleum,26.24
France,14,2016,Advertising,https://www.foll-ow.com/,Follow,"6,844,818"
Germany,173,2016,Retail,https://www.vinokilo.com/,Darpdecade,"6,624,660"
UK,33,2013,Technology,https://www.sirenum.com,Sirenum,"2,819,643"
Sweden,77,2011,Technology,https://kivra.se,Kivra Sverige,"9,268,038"
United Kingdom,22,2012,Retail,https://www.v-com.co.uk,Velocity Outlet,15.6
Spain,66,2014,Technology,https://www.quantion.com/es/,Quantion,2.82
Australia,53,2014,Technology,https://engagesq.com/,Engage Squared,7.27
Japan,19,2016,Technology,https://ichengsi.co.jp/,CHENGSI JAPAN,1.85
India,165,2016,Technology,https://www.cogoport.com/,Cogoport,20.92
India,250,2008,Transport,http://pridel.com/,Pridel,23.62
Japan,178,2006,Financial Services,https://www.jia-ltd.com/,JIA,153.02
Estonia,1798,2013,Technology,https://bolt.eu/,Bolt,"221,393,889"
Italy,5,2014,Ecommerce,https://www.kiteworldshop.com/,Kiteworldshop.com,"1,671,984"
UK,246,2016,Technology,https://www.quantexa.com,Quantexa,"20,047,184"
Spain,70,2014,Construction,https://www.cuadroselectricosjm.es,Cuadros Eléctricos JM*,3.4
United Kingdom,45,2008,Technology,https://www.virtusdatacentres.com,VIRTUS,43.4
Italy,23,2011,Management Consulting,http://www.democom.it/,Democom,1.88
Poland,377,2013,Technology,https://www.rtbhouse.com/,RTB House,99.59
Japan,25,1979,Technology,https://www.mitsufuji.co.jp/,Mitsufuji,10.48
Taiwan,30,2003,Industrial Goods,https://ptic.com.tw/,Powertip Technology Corporation,26.70
Singapore,67,2010,Technology,https://90seconds.com/,90 Seconds,7.40
Singapore,10,2014,Food & Beverage,https://www.thirsty.com.sg/,The Drinkery,2.50
Germany,19,2006,Retail,https://www.peterkenkel.de/,Peter Kenkel,"22,137,000"
UK,66,2013,Fintech,https://yoyowallet.com,Yoyo Wallet,"6,244,875"
Italy,3,1994,Insurance,https://www.frauandpartners.it,Frau & Partners,"3,517,357"
Italy,3,2014,Ecommerce,https://www.hair-gallery.it,Hair Gallery Store,9.4
Hungary,53,2013,Retail,http://firstphone.hu/,FirstPhone,18.93
France,17,2014,Media,https://www.youlovewords.com/,YouLoveWords,2.74
Japan,55,2011,Support Services,https://www.g-gear.jp/,Gear,6.80
South Korea,10,2014,Media,https://www.bookk.co.kr/,BOOKK,2.31
India,343,2016,Technology,https://www.scikey.ai/,SCIKEY,5.70
India,460,2011,Technology,https://bridgei2i.com/,BRIDGEi2i Analytics,16.31
Japan,298,2013,Technology,https://www.tech-earth.co.jp/,Earth Technology,16.78
Singapore,8,2013,Sales & Marketing,https://blog.wewe.media/,Wewe Media Group,9.55
Denmark,292,2014,Technology,https://www.templafy.com/,Templafy,"15,486,451"
Netherlands,8,2014,Technology,https://www.airbeam.tv,AirBeamTV,"1,900,153"
Spain,101,2014,Pharmaceuticals,https://www.iconcsgroup.com,Icon Outsourcing*,6.0
United Kingdom,57,2013,Fintech,https://landbay.co.uk/,Landbay Partners,4.90
India,433,2007,Aerospace & Defence,https://www.sasmos.com/,Sasmos,66.53
Japan,57,2009,Architecture,https://kaitoh-corp.co.jp/,Kaitoh,9.12
Taiwan,20,2015,Fintech,https://www.otsogroup.com/,OTSO FinTech,1.66
Taiwan,672,2013,Industrial Goods,http://www.jmo-corp.com/,Zhong Yang Technology,45.03
Japan,15,2010,Property,https://www.real-real.jp/,REAL,60.21
Taiwan,Not found,2008,Industrial Goods,http://www.excelliancemos.com/,Excelliance MOS,53.29
Italy,99,2014,Support Services,https://www.comservice.uno/,Comservice,"2,016,300"
Italy,5,2017,Industrial Goods,https://www.falcorpresse.it/,Falcor Presse,"2,996,770"
France,Not found,2009,Chemicals,https://www.fermentalg.com,Fermentalg,"1,884,000"
UK,14,2010,Financial Services,https://bambridgeaccountants.com,Bambridge Accountants,"2,813,947"
Germany,21,2014,Industrial Goods,https://www.automatisch-dh.de,Hensing,3.9
Italy,144,1993,Retail,https://www.verocaffe.eu/,Verocaffè Italia,14.61
Germany,19,2004,Support Services,https://www.soorce.de/,Soorce,5.45
Japan,125,1994,Education,https://mothergoose.jp/,Mother Goose,3.18
Japan,195,2011,Management Consulting,https://goodpatch.com/,Goodpatch,20.07
Taiwan,121,1990,Technology,https://www.yuan.com.tw/,Yuan,91.45
Philippines,1618,2010,Support Services,https://kmc.solutions/,KMC Solutions,48.12
Japan,62,2005,Sales & Marketing,https://www.w2solution.co.jp/,W2 Solution,10.00
The Netherlands,40,2017,Technology,https://roomraccoon.co.uk/,RoomRaccoon,"1,715,334"
Spain,95,2013,Technology,https://www.signaturit.com/,Signaturit,"5,639,953"
Italy,6,2016,Retail,https://www.apitalianluxury.com,Morpheus Advisor,"2,393,459"
France,26,2011,Industrial Goods,https://www.naio-technologies.com,Naïo Technologies,1.5
United Kingdom,30,2011,Construction,https://isospaces.com/,ISO Spaces South West,5.72
United Kingdom,55,2013,Technology,https://site.voxpopme.com/,Voxpopme,3.83
Taiwan,338,2013,Technology,https://www.ecloudvalley.com/,eCloudvalley,237.48
Japan,12,2014,Ecommerce,https://www.rakuten.ne.jp/gold/ienolabo,Ieno Labo,3.82
Australia,170,2012,Technology,https://www.airtasker.com/au/,Airtasker,18.29
India,2070,2013,Restaurants,https://www.absolutebarbecues.com/,Absolute Barbecues,31.45
Japan,180,2000,Telecoms,https://www.fibergate.co.jp/,Fibergate,68.24
India,15,1995,Chemicals,https://www.aicltd.in/,Agarwal Industrial Corporation,111.76
