,company_name,company_location
1626,DOLOMITI ENERGIA TRADING SPA,ITALY
1627,"WORLD BANK GROUP, THE",UNITED STATES
1628,MARKS AND SPENCER P.L.C.,UNITED KINGDOM
1629,ANGEL4FUTURE SRL,ITALY
1630,"FORTRA, LLC",UNITED STATES
1631,ORWELL GROUP HOLDING LTD,UNITED KINGDOM
1632,COMPOSAD SRL,ITALY
1633,"POSITRONIC INDUSTRIES, INC.",UNITED STATES
1634,NISSAN MOTOR MANUFACTURING (UK) LIMITED,UNITED KINGDOM
1635,CONSERVE ITALIA - CONSORZIO ITALIANO FRA COOPERATIVE AGRICOLE SOC COOP AGRICOLA,ITALY
1636,"RACKSPACE US, INC.",UNITED STATES
1637,NISSAN TRADING EUROPE LIMITED,UNITED KINGDOM
1638,HME BRASS ITALY SPA,ITALY
1639,"RACKSPACE TECHNOLOGY GLOBAL, INC.",UNITED STATES
1640,NISSAN MOTOR (GB) LIMITED,UNITED KINGDOM
1641,KME RECYCLE SRL,ITALY
1642,INGENICO INC.,UNITED STATES
1643,AECOM LIMITED,UNITED KINGDOM
1644,KME ITALY SPA,ITALY
1645,E. & J. GALLO WINERY,UNITED STATES
1646,BMW SERVICES LIMITED,UNITED KINGDOM
1647,KME SRL,ITALY
1648,JUSTIN VINEYARDS & WINERY LLC,UNITED STATES
1649,BMW FINANCIAL SERVICES (GB) LIMITED,UNITED KINGDOM
1650,AMBIENTA SOCIETA' DI GESTIONE DEL RISPARMIO SPA,ITALY
1651,VONTIER CORPORATION,UNITED STATES
1652,BMW (UK) LIMITED,UNITED KINGDOM
1653,WATERALIA SPA,ITALY
1654,BMW (UK) CAPITAL PLC,UNITED KINGDOM
1655,CAPRARI SPA,ITALY
1656,HILTON DOMESTIC OPERATING COMPANY INC.,UNITED STATES
1657,JARDINE MOTORS GROUP UK LIMITED,UNITED KINGDOM
1658,CALPEDA SPA,ITALY
1659,"BRESNAN BROADBAND HOLDINGS, LLC",UNITED STATES
1660,BMW (UK) MANUFACTURING LIMITED,UNITED KINGDOM
1661,FERCAM SPA,ITALY
1662,"MEDIVANCE, INC.",UNITED STATES
1663,BAE SYSTEMS PLC,UNITED KINGDOM
1664,BUSINESS REPLY SRL,ITALY
1665,"VFS FINANCING, INC.",UNITED STATES
1666,CORDIANT DIGITAL INFRASTRUCTURE LIMITED,UNITED KINGDOM
1667,LOGISTICS REPLY SRL,ITALY
1668,"KIPLINGER WASHINGTON EDITORS, INC., THE",UNITED STATES
1669,HGCAPITAL LLP,UNITED KINGDOM
1670,HERMES REPLY SRL,ITALY
1671,"DSW SHOE WAREHOUSE, INC.",UNITED STATES
1672,MCLAREN AUTOMOTIVE LIMITED,UNITED KINGDOM
1673,LAMINAM SPA,ITALY
1674,ASCENSION HEALTH,UNITED STATES
1675,MCLAREN CONSTRUCTION GROUP PLC,UNITED KINGDOM
1676,DIXELL SRL,ITALY
1677,ASCENSION HEALTH ALLIANCE,UNITED STATES
1678,DPDGROUP UK LTD,UNITED KINGDOM
1679,LAVORWASH SPA,ITALY
1680,"LOCKTON AFFINITY, LLC",UNITED STATES
1681,SYNGENTA UK LIMITED,UNITED KINGDOM
1682,ANSALDO FUEL CELLS SPA,ITALY
1683,ASPEN TECHNOLOGY SERVICES CORPORATION,UNITED STATES
1684,CLYDE & CO LLP,UNITED KINGDOM
1685,KELLYDELI SRL,ITALY
1686,"ASPEN TECHNOLOGY, INC.",UNITED STATES
1687,THE SUNDAY TIMES LIMITED,UNITED KINGDOM
1688,IBM ITALIA SPA,ITALY
1689,"NIGHTHAWK BIOSCIENCES, INC.",UNITED STATES
1690,SKRILL LIMITED,UNITED KINGDOM
1691,NUOVO PIGNONE INTERNATIONAL SRL,ITALY
1692,"LG ENERGY SOLUTION VERTECH, INC.",UNITED STATES
1693,PAYSAFE HOLDINGS UK LIMITED,UNITED KINGDOM
1694,NUOVO PIGNONE SRL,ITALY
1695,CAMBRO MANUFACTURING COMPANY,UNITED STATES
1696,SPARK FOUNDRY LIMITED,UNITED KINGDOM
1697,ITALWARE SRL,ITALY
1698,"AEMETIS, INC.",UNITED STATES
1699,WALKER LIMITED,UNITED KINGDOM
1700,ITALWARE SERVICES SRL,ITALY
1701,INVACARE CORPORATION,UNITED STATES
1702,PPT GROUP UK LTD,UNITED KINGDOM
1703,KRYALOS SGR SPA,ITALY
1704,"HARRIS TEETER SUPERMARKETS, INC.",UNITED STATES
1705,IHS GLOBAL LIMITED,UNITED KINGDOM
1706,KRYALOS ASSET MANAGEMENT SRL,ITALY
1707,"GRAND CYPRESS FLORIDA, LP",UNITED STATES
1708,CAPGEMINI UK PLC,UNITED KINGDOM
1709,COTY ITALIA SRL,ITALY
1710,BIOMARIN PHARMACEUTICAL INC.,UNITED STATES
1711,ALTRAN UK LIMITED,UNITED KINGDOM
1712,SEMIKRON SRL,ITALY
1713,TELESIGN CORPORATION,UNITED STATES
1714,JOHNSON MATTHEY DAVY TECHNOLOGIES LIMITED,UNITED KINGDOM
1715,ALI GROUP SRL,ITALY
1716,GBT US LLC,UNITED STATES
1717,JOHNSON MATTHEY PLC,UNITED KINGDOM
1718,LENTI SRL,ITALY
1719,CHEVRON ORONITE COMPANY LLC,UNITED STATES
1720,GREEN INVESTMENT GROUP MANAGEMENT LIMITED,UNITED KINGDOM
1721,LUCCHINI RS SPA,ITALY
1722,"TRIPADVISOR, INC.",UNITED STATES
1723,SONY/ATV MUSIC PUBLISHING (UK) LIMITED,UNITED KINGDOM
1724,CHANGE SRL,ITALY
1725,"AMERICAN AXLE & MANUFACTURING HOLDINGS, INC.",UNITED STATES
1726,RAINMAKING LTD,UNITED KINGDOM
1727,INTERCHANGE ITALIA SRL,ITALY
1728,"PRIORITY HEALTH MANAGED BENEFITS, INC.",UNITED STATES
1729,ALLIED VISION TECHNOLOGIES GMBH,UNITED KINGDOM
1730,AREPO FIDUCIARIA SRL,ITALY
1731,"NESPRESSO USA, INC.",UNITED STATES
1732,SKY LIMITED,UNITED KINGDOM
1733,EMEA SRL,ITALY
1734,"SPRINKLR, INC.",UNITED STATES
1735,HP INC UK LIMITED,UNITED KINGDOM
1736,GARBAGNATE MILANESE SRL,ITALY
1737,GREEN THUMB INDUSTRIES INC.,UNITED STATES
1738,KEYSIGHT TECHNOLOGIES UK LIMITED,UNITED KINGDOM
1739,ALSAFIL SRL,ITALY
1740,"HOLLISTER OHIO, LLC",UNITED STATES
1741,GIVAUDAN UK LIMITED,UNITED KINGDOM
1742,PLATI ELETTROFORNITURE SRL,ITALY
1743,PLANDAY INC,UNITED STATES
1744,SPODE LIMITED,UNITED KINGDOM
1745,SERVIZIO ELETTRICO NAZIONALE SPA,ITALY
1746,CZ-USA,UNITED STATES
1747,MARAMPA GROUP LIMITED,UNITED KINGDOM
1748,S.I.A.T. SOCIETA' INTERNAZIONALE APPLICAZIONI TECNICHE SPA,ITALY
1749,DONNELLY MECHANICAL CORP.,UNITED STATES
1750,ALL SAINTS RETAIL LIMITED,UNITED KINGDOM
1751,SIAT SOCIETA' ITALIANA ASSICURAZIONI E RIASSICURAZIONI PER AZIONI,ITALY
1752,"SYSTECON, LLC",UNITED STATES
1753,ASTRAZENECA PLC,UNITED KINGDOM
1754,S.I.A.T.SOCIETA' ITALIANA ACCIAI TRAFILATI SPA,ITALY
1755,DUNAVANT HOLDING INC,UNITED STATES
1756,ALBA BIOSCIENCE LIMITED,UNITED KINGDOM
1757,SOCIETA' CATTOLICA DI ASSICURAZIONE SPA,ITALY
1758,"DUNAVANT DISTRIBUTION GROUP, L.L.C.",UNITED STATES
1759,RUGELEY POWER LIMITED,UNITED KINGDOM
1760,HITACHI RAIL STS SPA,ITALY
1761,"BOABAB INVESTMENTS, LLC",UNITED STATES
1762,SOTHEBY'S,UNITED KINGDOM
1763,HITACHI RAIL SPA,ITALY
1764,"HOBSONS, INC.",UNITED STATES
1765,THE SWATCH GROUP (UK) LIMITED,UNITED KINGDOM
1766,LENOVO ITALY SRL,ITALY
1767,STARK AEROSPACE INC.,UNITED STATES
1768,COVE COMMUNITIES VENTURE 2 ARGYLE OPCO LIMITED,UNITED KINGDOM
1769,OSCARTIELLE SPA,ITALY
1770,VERTEX AEROSPACE LLC,UNITED STATES
1771,DTP HOSPITALITY UK LIMITED,UNITED KINGDOM
1772,COMUNE DI VOLLA,ITALY
1773,NORTHERN ILLINOIS GAS COMPANY,UNITED STATES
1774,DTP HOSPITALITY LTD.,UNITED KINGDOM
1775,DRILLMEC SPA,ITALY
1776,GHIRARDELLI CHOCOLATE CO,UNITED STATES
1777,U.S. BANK GLOBAL CORPORATE TRUST LIMITED,UNITED KINGDOM
1778,EUROFINS CHEMICAL CONTROL SRL,ITALY
1779,MYLAN INC.,UNITED STATES
1780,WEWORK INTERNATIONAL LIMITED,UNITED KINGDOM
1781,RENOVO BIOECONOMY SPA,ITALY
1782,VIATRIS INC.,UNITED STATES
1783,BABCOCK MARINE TRAINING LIMITED,UNITED KINGDOM
1784,FARMACIA LORETO GALLO SRL,ITALY
1785,APG ASSET MANAGEMENT US INC.,UNITED STATES
1786,FUTURA FOODS UK LIMITED,UNITED KINGDOM
1787,ABILIO SPA,ITALY
1788,"ABM INDUSTRY GROUPS, LLC",UNITED STATES
1789,EDRINGTON UK DISTRIBUTION LIMITED,UNITED KINGDOM
1790,NAOS ITALIA SRL,ITALY
1791,MARLIN BUSINESS SERVICES CORP.,UNITED STATES
1792,THE 1887 COMPANY LIMITED,UNITED KINGDOM
1793,BIOCURE SRL,ITALY
1794,"GREENBRIER COMPANIES, INC., THE",UNITED STATES
1795,THE EDRINGTON GROUP LIMITED,UNITED KINGDOM
1796,MPS CAPITAL SERVICES BANCA PER LE IMPRESE SPA,ITALY
1797,PAYONEER INC.,UNITED STATES
1798,EDRINGTON BRANDS LIMITED,UNITED KINGDOM
1799,SEGMUELLER VERTRIEBS SRL,ITALY
1800,"AZUGA, INC.",UNITED STATES
1801,HIGHLAND DISTILLERS GROUP LIMITED,UNITED KINGDOM
1802,CENTRO RECUPERI E SERVIZI SRL,ITALY
1803,"1-800-FLOWERS.COM, INC.",UNITED STATES
1804,EDRINGTON DISTILLERS LIMITED,UNITED KINGDOM
1805,DS SMITH PACKAGING ITALIA SPA,ITALY
1806,KINETIK HOLDINGS INC.,UNITED STATES
1807,THOMAS LOWNDES & CO. LIMITED,UNITED KINGDOM
1808,MONDI ITALIA SRL,ITALY
1809,FEDERATED INVESTMENT MANAGEMENT COMPANY,UNITED STATES
1810,BEAM SUNTORY UK LIMITED,UNITED KINGDOM
1811,BARRYWEHMILLER PACKAGING SYSTEMS ITALIA SRL IN SIGLA BW PACKAGING SYSTEMS ITALIA SRL,ITALY
1812,"FEDERATED HERMES, INC.",UNITED STATES
1813,BEAM GLOBAL INTERNATIONAL LIMITED,UNITED KINGDOM
1814,BALL BEVERAGE PACKAGING ITALIA SRL,ITALY
1815,FEDERATED INVESTMENT COUNSELING,UNITED STATES
1816,KINGFISHER INTERNATIONAL HOLDINGS LIMITED,UNITED KINGDOM
1817,SISECAM FLAT GLASS SOUTH ITALY SRL,ITALY
1818,"STEIN ROE INVESTMENT COUNSEL, INC.",UNITED STATES
1819,SCREWFIX DIRECT LIMITED,UNITED KINGDOM
1820,BONATTI SPA,ITALY
1821,"BLOCK, INC.",UNITED STATES
1822,FEDERAL-MOGUL COVENTRY LIMITED,UNITED KINGDOM
1823,CELERITAS INSURANCE BROKERS SRL,ITALY
1824,NETCRACKER TECHNOLOGY CORPORATION,UNITED STATES
1825,SIR JOSEPH ISHERWOOD LIMITED,UNITED KINGDOM
1826,AON SPA INSURANCE & REINSURANCE BROKERS,ITALY
1827,"CK FRANCHISING, INC.",UNITED STATES
1828,SOFTBANK GROUP CAPITAL LIMITED,UNITED KINGDOM
1829,BRIDGE INSURANCE BROKER SRL,ITALY
1830,"PS HOLDCO, LLC",UNITED STATES
1831,SB INVESTMENT ADVISERS (UK) LIMITED,UNITED KINGDOM
1832,MERKURWIN SRL,ITALY
1833,BLOCK USA,UNITED STATES
1834,SOFTBANK ROBOTICS UK LTD,UNITED KINGDOM
1835,FINNAT FIDUCIARIA SPA,ITALY
1836,"AURORA CAPITAL PARTNERS, L.P.",UNITED STATES
1837,MIDASPLAYER.COM LTD.,UNITED KINGDOM
1838,GRUPPO LACTALIS ITALIA SRL,ITALY
1839,"KALLIDUS, INC.",UNITED STATES
1840,JOHN K.KING & SONS LIMITED,UNITED KINGDOM
1841,LACTALIS INGREDIENTS ITALIA SRL,ITALY
1842,"WILLIAM MORRIS ENDEAVOR ENTERTAINMENT, LLC",UNITED STATES
1843,BIO-RAD SERVICES UK LIMITED,UNITED KINGDOM
1844,LACTALIS ITALIA SPA,ITALY
1845,"WME IMG, LLC",UNITED STATES
1846,STATE STREET HCL HOLDINGS (UK) LIMITED,UNITED KINGDOM
1847,ERMENEGILDO ZEGNA N.V.,ITALY
1848,"DUVALTEX (US), INC.",UNITED STATES
1849,AJ BELL MEDIA LIMITED,UNITED KINGDOM
1850,ALFA PARF GROUP SPA,ITALY
1851,SONY CORPORATION OF AMERICA,UNITED STATES
1852,SUBSEA 7 ENGINEERING LIMITED,UNITED KINGDOM
1853,GSI LUCCHINI SPA,ITALY
1854,"DYNEGY NORTH AMERICA, INC.",UNITED STATES
1855,GHO CAPITAL PARTNERS LLP,UNITED KINGDOM
1856,SHOPIFY COMMERCE ITALY SRL,ITALY
1857,ENGIE RESOURCES LLC,UNITED STATES
1858,ALUN GRIFFITHS (CONTRACTORS) LIMITED,UNITED KINGDOM
1859,YOOX NET-A-PORTER GROUP SPA,ITALY
1860,"AIRBUS HELICOPTERS, INC.",UNITED STATES
1861,JOHN MENZIES LIMITED,UNITED KINGDOM
1862,ACROSS FIDUCIARIA SRL,ITALY
1863,"CYNOSURE, LLC",UNITED STATES
1864,UNIPART GROUP LIMITED,UNITED KINGDOM
1865,FLOWER PHARM SRL,ITALY
1866,"INTERPUBLIC GROUP OF COMPANIES, INC., THE",UNITED STATES
1867,UNIPART RAIL LIMITED,UNITED KINGDOM
1868,FLOWER FARM FOOD SRL,ITALY
1869,"R/GA MEDIA GROUP, INC.",UNITED STATES
1870,F5 NETWORKS LIMITED,UNITED KINGDOM
1871,KAIROS PARTNERS SGR SPA,ITALY
1872,DEUTSCH INC.,UNITED STATES
1873,TYCO BUILDING SERVICES PRODUCTS (UK) LIMITED,UNITED KINGDOM
1874,SAGITTA SOCIETA' DI GESTIONE DEL RISPARMIO SPA,ITALY
1875,NEVADA POWER COMPANY,UNITED STATES
1876,ROPER INDUSTRIES LIMITED,UNITED KINGDOM
1877,RUBICON BIDCO SPA,ITALY
1878,FACTSET RESEARCH SYSTEMS INC.,UNITED STATES
1879,RÃÆÃ¢â¬âCHLING INDUSTRIAL (UK) LIMITED,UNITED KINGDOM
1880,FREUD SPA,ITALY
1881,BITRODE CORPORATION,UNITED STATES
1882,GS VERDE COMMUNICATIONS LIMITED,UNITED KINGDOM
1883,LEGO SPA,ITALY
1884,"EBSCO INDUSTRIES, INC.",UNITED STATES
1885,CLYDE UNION LIMITED,UNITED KINGDOM
1886,FIN 01 SPA,ITALY
1887,"HPD, LLC",UNITED STATES
1888,SPX FLOW EUROPE LIMITED,UNITED KINGDOM
1889,TIM RETAIL SRL,ITALY
1890,"NIPPON STEEL TRADING AMERICAS, INC.",UNITED STATES
1891,URBAN OUTFITTERS UK LIMITED,UNITED KINGDOM
1892,TELECONTACT CENTER SPA,ITALY
1893,CULTECH INC.,UNITED STATES
1894,PRAXISIFM GROUP LIMITED,UNITED KINGDOM
1895,OLIVETTI SPA SOCIETA' BENEFIT,ITALY
1896,"COMPLEXCARE SOLUTIONS, LLC",UNITED STATES
1897,AFLEX HOSE LIMITED,UNITED KINGDOM
1898,ZIM ITALIA SRL,ITALY
1899,ASPENTECH CORPORATION,UNITED STATES
1900,LUCOZADE RIBENA SUNTORY LIMITED,UNITED KINGDOM
1901,DATASENSING SRL,ITALY
1902,"CEC EDUCATIONAL SERVICES, LLC",UNITED STATES
1903,HANOVER COMMUNICATIONS INTERNATIONAL LIMITED,UNITED KINGDOM
1904,RENNER ITALIA SPA,ITALY
1905,"GODADDY.COM, LLC",UNITED STATES
1906,NTL (B) LIMITED,UNITED KINGDOM
1907,S.I.C.C. SRL,ITALY
1908,GODADDY INC.,UNITED STATES
1909,SYNAMEDIA LIMITED,UNITED KINGDOM
1910,SICCE ITALIA SRL,ITALY
1911,GODADDY MSH INC.,UNITED STATES
1912,EVRAZ PLC,UNITED KINGDOM
1913,TRAFIK SPA,ITALY
1914,"DELAWARE CAPITAL HOLDINGS, INC.",UNITED STATES
1915,ACTIVUM SG FEEDER FUND III L P,UNITED KINGDOM
1916,FATA SPA,ITALY
1917,"ASHLY AUDIO, INC.",UNITED STATES
1918,WINE LISTER LIMITED,UNITED KINGDOM
1919,ROGER VIVIER SPA,ITALY
1920,GENPACT PROCESS SOLUTIONS LLC,UNITED STATES
1921,BOUGHT BY MANY LTD,UNITED KINGDOM
1922,ONE UNDERWRITING SRL,ITALY
1923,"MERZ NORTH AMERICA, INC.",UNITED STATES
1924,BAKER & BAKER PRODUCTS UK LIMITED,UNITED KINGDOM
1925,KIKO SPA,ITALY
1926,BANK LEUMI USA,UNITED STATES
1927,CHIME COMMUNICATIONS LIMITED,UNITED KINGDOM
1928,CENTRO DELL' ANZIANO SRL,ITALY
1929,CHAPTER 4 CORP.,UNITED STATES
1930,CSM SPORT AND ENTERTAINMENT INTERNATIONAL LIMITED,UNITED KINGDOM
1931,PERNOD RICARD ITALIA SPA,ITALY
1932,LINODE LIMITED LIABILITY COMPANY,UNITED STATES
1933,BRIDON INTERNATIONAL LTD.,UNITED KINGDOM
1934,MARCEGAGLIA HOLDING SPA,ITALY
1935,SIMCORP USA INC.,UNITED STATES
1936,HOWDEN JOINERY PROPERTIES LIMITED,UNITED KINGDOM
1937,MARCEGAGLIA STEEL SPA,ITALY
1938,ASSOCIATED INDUSTRIES INSURANCE COMPANY INC,UNITED STATES
1939,COSTAIN LIMITED,UNITED KINGDOM
1940,MARCEGAGLIA SPECIALTIES SPA,ITALY
1941,"GENERAL ELECTRIC INTERNATIONAL OPERATIONS COMPANY, INC.",UNITED STATES
1942,COSTAIN GROUP PLC,UNITED KINGDOM
1943,HARMAN BECKER AUTOMOTIVE SYSTEMS ITALY SRL,ITALY
1944,BP ALTERNATIVE ENERGY NORTH AMERICA INC.,UNITED STATES
1945,ABERDEEN CORPORATE SERVICES LIMITED,UNITED KINGDOM
1946,ALVA SPA,ITALY
1947,"SHELL ENERGY NORTH AMERICA (US), L.P.",UNITED STATES
1948,WOOD GROUP UK LIMITED,UNITED KINGDOM
1949,RIELLO SPA,ITALY
1950,NIELSEN CONSUMER LLC,UNITED STATES
1951,ASCO UK LIMITED,UNITED KINGDOM
1952,RPS SPA,ITALY
1953,"MARTIN RETAIL GROUP, LLC",UNITED STATES
1954,ABRDN PLC,UNITED KINGDOM
1955,WITOR'S SPA,ITALY
1956,"NEW BALANCE ATHLETICS, INC.",UNITED STATES
1957,STANDARD LIFE ASSURANCE LIMITED,UNITED KINGDOM
1958,ITALPIZZA SPA,ITALY
1959,"SAUCONY, INC.",UNITED STATES
1960,ABRDN INVESTMENT MANAGEMENT LIMITED,UNITED KINGDOM
1961,RINALDONE SRL,ITALY
1962,"MAGNA POWERTRAIN USA, INC.",UNITED STATES
1963,ABRDN PRIVATE EQUITY (EUROPE) LIMITED,UNITED KINGDOM
1964,ITNET SRL,ITALY
1965,TEXAS UNITED CORPORATION,UNITED STATES
1966,ABRDN EUROPEAN LOGISTICS INCOME PLC,UNITED KINGDOM
1967,CADLOG GROUP SRL,ITALY
1968,AAC TECHNOLOGIES HOLDINGS INC,UNITED STATES
1969,CREDITSAFE BUSINESS SOLUTIONS LIMITED,UNITED KINGDOM
1970,BITRON INDUSTRIE SPA,ITALY
1971,"FOREST RIVER, INC.",UNITED STATES
1972,BLATCHFORD LIMITED,UNITED KINGDOM
1973,SOLIDUS BIDCO SPA,ITALY
1974,"SEMICONDUCTOR COMPONENTS INDUSTRIES, LLC",UNITED STATES
1975,BLATCHFORD GROUP LIMITED,UNITED KINGDOM
1976,MILEWAY ITALY 2021 BIDCO SRL,ITALY
1977,REVOLUT TECHNOLOGIES INC.,UNITED STATES
1978,MORGAN STANLEY & CO. INTERNATIONAL PLC,UNITED KINGDOM
1979,RIMINI BIDCO SPA,ITALY
1980,"PSG GLOBAL SOLUTIONS, LLC",UNITED STATES
1981,FINANCE BIRMINGHAM LIMITED,UNITED KINGDOM
1982,FUTURE BIDCO SRL,ITALY
1983,"BUNGIE, INC.",UNITED STATES
1984,DIAM UK LTD.,UNITED KINGDOM
1985,CERTIFICATION EUROPE ITALIA SRL,ITALY
1986,MGM RESORTS INTERNATIONAL,UNITED STATES
1987,WOLTERS KLUWER TAX AND ACCOUNTING LIMITED,UNITED KINGDOM
1988,CIMOLAI SPA,ITALY
1989,WALMART INC.,UNITED STATES
1990,THE BRITISH ROTOTHERM COMPANY LIMITED,UNITED KINGDOM
1991,CIMOLAI HOLDING SPA,ITALY
1992,"ZARA USA, INC.",UNITED STATES
1993,MBH CORPORATION PLC,UNITED KINGDOM
1994,HUBSIDE ITALY SRL,ITALY
1995,BLACKSTONE GROUP HOLDINGS L.L.C.,UNITED STATES
1996,MARKS AND SPENCER INTERNATIONAL HOLDINGS LIMITED,UNITED KINGDOM
1997,ARCHIMEDE ENERGIA SRL,ITALY
1998,IHS MARKIT GLOBAL LLC,UNITED STATES
1999,MARKS AND SPENCER HOLDINGS LIMITED,UNITED KINGDOM
2000,KETER ITALIA SPA,ITALY
2001,"GAP, INC., THE",UNITED STATES
2002,LDT WESTERHAM LIMITED,UNITED KINGDOM
2003,MODENA CENTRO PROVE SRL,ITALY
2004,"NETFLIX GLOBAL, LLC",UNITED STATES
2005,B.I. (UK) LIMITED,UNITED KINGDOM
2006,CALLIGARIS SPA,ITALY
2007,"NETFLIX WORLDWIDE ENTERTAINMENT, LLC",UNITED STATES
2008,OCADO GROUP PLC,UNITED KINGDOM
2009,ALESSANDRO CALLIGARIS & C. SAPA,ITALY
2010,"NETFLIX PRODUCTIONS, LLC",UNITED STATES
2011,OCADO SOLUTIONS LIMITED,UNITED KINGDOM
2012,CALLIGARIS OM SRL,ITALY
2013,WELLS FARGO & COMPANY,UNITED STATES
2014,OCADO INNOVATION LIMITED,UNITED KINGDOM
2015,QC TERME E BENESSERE SRL,ITALY
2016,UMB BANK N.A.,UNITED STATES
2017,TATE & LYLE PUBLIC LIMITED COMPANY,UNITED KINGDOM
2018,QC TERME SRL,ITALY
2019,LUFTHANSA AVIATION TRAINING USA INC.,UNITED STATES
2020,SUPPORT WAREHOUSE LIMITED,UNITED KINGDOM
2021,QC TERME ROMA SRL,ITALY
2022,"RIOT GAMES, INC.",UNITED STATES
2023,RED BULL POWERTRAINS LIMITED,UNITED KINGDOM
2024,AIR CAMPANIA SRL,ITALY
2025,"BAMKO, LLC",UNITED STATES
2026,RED BULL POWERTRAINS 2026 LIMITED,UNITED KINGDOM
2027,RAINBOW SPA,ITALY
2028,REGAL REXNORD CORPORATION,UNITED STATES
2029,BANANA FINGERS LIMITED,UNITED KINGDOM
2030,TDK ITALY SRL,ITALY
2031,SIMPSON STRONG-TIE COMPANY INC.,UNITED STATES
2032,DIRECT HEALTHCARE GROUP LIMITED,UNITED KINGDOM
2033,FIELDCORE SERVICE SOLUTIONS INTERNATIONAL LLC,ITALY
2034,"HELIX ENERGY SOLUTIONS GROUP, INC.",UNITED STATES
2035,GRENADIER HOLDINGS PLC,UNITED KINGDOM
2036,BAKER HUGHES SRL,ITALY
2037,"HWASEUNG AUTOMOTIVE AMERICA HOLDINGS, INC",UNITED STATES
2038,PARAGON BANKING GROUP PLC,UNITED KINGDOM
2039,BAKEL SRL,ITALY
2040,"ANGELO, GORDON & CO., L.P.",UNITED STATES
2041,OT GROUP LIMITED,UNITED KINGDOM
2042,SILENT ITALIA SRL,ITALY
2043,COBHAM ADVANCED ELECTRONIC SOLUTIONS INC.,UNITED STATES
2044,77AGENCY LIMITED,UNITED KINGDOM
2045,EDISON SPA,ITALY
2046,AVSC HOLDING CORP.,UNITED STATES
2047,SINCH UK LTD.,UNITED KINGDOM
2048,COFIDIS SPA,ITALY
2049,"CALIFORNIA STATE UNIVERSITY, LONG BEACH",UNITED STATES
2050,NBCUNIVERSAL INTERNATIONAL LIMITED,UNITED KINGDOM
2051,MARINA MONFALCONE SRL,ITALY
2052,HORSESHOE ENTERTAINMENT,UNITED STATES
2053,NAKED WINES PLC,UNITED KINGDOM
2054,ITALMATCH CHEMICALS SPA,ITALY
2055,ISLE OF CAPRI LAKE CHARLES,UNITED STATES
2056,CPP SECURE LIMITED,UNITED KINGDOM
2057,ATLANTIS FILM & VIDEO SRL,ITALY
2058,DISNEY PUBLISHING WORLDWIDE,UNITED STATES
2059,SENTRIC MUSIC LIMITED,UNITED KINGDOM
2060,S.I.P.A. SOCIETA' INDUSTRIALIZZAZIONE PROGETTAZIONE E AUTOMAZIONE SPA,ITALY
2061,"CPRIME, INC.",UNITED STATES
2062,REFINITIV TRANSACTION SERVICES LIMITED,UNITED KINGDOM
2063,SIPA SPA,ITALY
2064,"BLACKROCK FINANCIAL MANAGEMENT, INC.",UNITED STATES
2065,RALPH LAUREN LONDON LIMITED,UNITED KINGDOM
2066,INDUSTRIES SPORTSWEAR COMPANY SRL,ITALY
2067,RIVERSIDE PARTNERS L.L.C.,UNITED STATES
2068,RL RETAIL SERVICES LIMITED,UNITED KINGDOM
2069,REGOLO SPA,ITALY
2070,"STEELASTIC COMPANY, L.L.C., THE",UNITED STATES
2071,RAYMOND JAMES INVESTMENT SERVICES LIMITED,UNITED KINGDOM
2072,ANTARES VISION SPA,ITALY
2073,MICROSOFT CORPORATION,UNITED STATES
2074,CONVATEC LIMITED,UNITED KINGDOM
2075,HOTBATH SRL,ITALY
2076,"AON CONSULTING, INC.",UNITED STATES
2077,CONVATEC GROUP PLC,UNITED KINGDOM
2078,SANDENVENDO EUROPE SPA,ITALY
2079,"ASSUREDPARTNERS OF ILLINOIS, LLC",UNITED STATES
2080,EXOVA TREASURY LIMITED,UNITED KINGDOM
2081,ESSO ITALIANA SRL,ITALY
2082,"WASTE MANAGEMENT NATIONAL SERVICES, INC.",UNITED STATES
2083,SELIG UK LIMITED,UNITED KINGDOM
2084,INTER PARTNER ASSISTANCE SOCIETE' ANONYME,ITALY
2085,"WASTE MANAGEMENT, INC.",UNITED STATES
2086,TATA STEEL UK LIMITED,UNITED KINGDOM
2087,FITT GROUP SPA,ITALY
2088,VT SERVICES INC.,UNITED STATES
2089,REFINITIV LIMITED,UNITED KINGDOM
2090,SANPELLEGRINO SPA,ITALY
2091,PROGRESS SOFTWARE CORPORATION,UNITED STATES
2092,CLIPPER LOGISTICS (WAREHOUSING) LIMITED,UNITED KINGDOM
2093,EUROTHERM SPA,ITALY
2094,LOON LLC,UNITED STATES
2095,ICE DATA SERVICES LIMITED,UNITED KINGDOM
2096,CEDACRI SPA,ITALY
2097,SOUTHERN NEWSPAPERS OF ALABAMA INC,UNITED STATES
2098,ICE DATA DESKTOP SOLUTIONS LIMITED,UNITED KINGDOM
2099,DIESEL SPA,ITALY
2100,"RETAL PA, LLC",UNITED STATES
2101,CROUZET LIMITED,UNITED KINGDOM
2102,NORD EST INSURANCE BROKER SRL,ITALY
2103,"EMBRACE PET INSURANCE AGENCY, LLC",UNITED STATES
2104,LOVE ENERGY SAVINGS.COM LIMITED,UNITED KINGDOM
2105,TATTILE SRL,ITALY
2106,COMPRESSOR CONTROLS LLC,UNITED STATES
2107,LANSINOH LABORATORIES UK LIMITED,UNITED KINGDOM
