AmbitionBox.csv,9899
campaignindia.csv,1000
cbinsights.json.csv,1202
CompaniesMarketCap.csv,6290
companiesmarketcap.json.csv,7093
companiesMarketCap_dataset.json.csv,5897
company_social_urls.csv,848
DDD-cbinsight.com.csv,1185
DDD-companiesmarketcap.com.csv,7217
DDD-ft.com.csv,1000
DDD-teamblind.com.csv,946
disfold.com.json.csv,16097
disfold.csv,899
famcap_germany.csv,500
followers.csv,849
forbes.com.json.csv,2000
forbes.csv,1438
ft.com.json.csv,5000
ft.csv,1000
gren-companiesmarketcap.com.json.csv,7163
gren-disfold.com.json.csv,1000
gren-ft.com.json.csv,1000
gren-value.today.json.csv,10682
hitHorizons_dataset.json.csv,667
MalPatSaj-companiesmarketcap.com.csv,7000
marketCap2.json.csv,7200
output_disfold.json.csv,1000
output_globaldata.json.csv,5336
output_govuk_bigsize.json.csv,7000
output_wiki.json.csv,1002
silvestri-disfold.com.csv,1000
silvestri-forbes.com.csv,1000
silvestri-ft.com.csv,1000
silvestri-value.today.csv,1000
sole24ore.csv,449
value.today.json.csv,10000
valuetoday.csv,1000
valueToday_dataset.json.csv,10682
wiki.json.csv,2664
wikipedia.csv,619
wissel-activity-ariregister.rik.ee.csv,1015
wissel-aziende-ariregister.rik.ee.csv,1469
wissel-aziende-companiesmarketcap.com.csv,6560
wissel-aziende-gov.uk.csv,1321
wissel-aziende-info-clipper.com.csv,4656
wissel-categorie-companiesmarketcap.com.csv,1823
wissel-partners-ariregister.rik.ee.csv,1191
wissel-rappresentanti-ariregister.rik.ee.csv,1005
